"pop.change","r.All.yrs","r.1GL","r.2GL","r.3GL"
-94.1300961770981,-0.0367237934566038,-0.211120643225128,-0.0590476446006356,-0.0590476446006356
-86.4334472155598,-0.0850484771991411,-0.213878831169967,-0.192813001072885,-0.113385473285863
-77.316888080659,-0.0211256128463253,-0.103506951489916,-0.0592248078186697,-0.0417072293677405
-87.2610348821817,-0.00847380457374491,-0.162183269976797,-0.0599638835470335,-0.0599638835470335
-87.7279844138998,-0.0418511238457144,-0.168451420302875,-0.0635838424353929,-0.0547458989115519
-85.726036778511,-0.0360641291856307,-0.0997647819933842,-0.0721427216124164,-0.0551497282872511
-89.5531230867115,-0.0294626901262367,-0.153564486278013,-0.123410309264687,-0.123410309264687
-90.4593203349927,0.0219376755332252,-0.112596688142113,-0.0836449802702388,-0.0836449802702388
-91.1410332881912,-0.0905921399494884,-0.190729849829486,-0.190729849829486,-0.190729849829486
-89.1571980340728,-0.0421355883070618,-0.0650464924728071,-0.0556488249021649,-0.0433940916248119
-89.7577910724392,-0.0697756883660032,-0.0996356740701181,-0.0831500765801723,-0.0877112343619615
-84.4229229626119,-0.0584117583194175,-0.0557300091991157,-0.0551341500165607,-0.0584117583194175
-87.7916458581011,-0.054807003547487,-0.191255144463447,-0.116878860813607,-0.0954787943507416
-94.2290791261324,-0.0134050081945665,-0.158050508209217,-0.116408161860194,-0.0666930530703835
-83.9280053032375,-0.0182406426270472,-0.208351630392116,-0.092985646137671,-0.092985646137671
-89.7202225012051,-0.00701843056582696,-0.149365949382217,-0.0858721723097262,-0.0393965107172667
-80.9802252366143,-0.0813981038109342,-0.124016397459933,-0.0898049566267689,-0.0813981038109342
-87.1777451371134,-0.0234302123353274,-0.0894113509286818,-0.083774250712696,-0.040180472688891
-85.9249184439536,-0.0136176804271169,-0.169054882701213,-0.102310264889256,-0.0929556850383095
-89.4625001994153,-0.0606456944399483,-0.102367151461752,-0.0987248649891086,-0.08524201715512
-81.0574430025908,-0.0516827248164162,-0.0945124832563513,-0.0701786890197691,-0.0701786890197691
-90.9489560800133,-0.0363824076779533,-0.150835145907208,-0.0906711198120584,-0.0906711198120584
-86.3906185007163,-0.00605746209350944,-0.0387013509353045,-0.0112517856431458,-0.0407197695246717
-84.9607361568727,-0.0636995644208627,-0.0946473028036663,-0.0869188951351449,-0.0641783297908312
-89.7646985395417,-0.0506018392270722,-0.0897169852645989,-0.0702090242214419,-0.0702090242214419
-85.9168030239332,-0.0844232147937625,-0.192631338931005,-0.101962283941531,-0.0760950345288638
-80.5252315355748,0.0118799735361241,-0.0663354286649933,-0.0372513586999066,-0.0251641460579082
-93.6826673720881,-0.0607047309813229,-0.222296934690957,-0.0795481977399586,-0.133252539849964
