"pop.change","r.All.yrs","r.1GL","r.2GL","r.3GL"
-33.8281244219147,-0.0189482278025879,-0.0223651981325972,-0.0301670812273809,-0.0202424602408029
-36.3904918067856,-0.0477099607587697,-0.0445905170949423,-0.044097277477829,-0.044097277477829
-52.748839319819,-0.0409192988198193,-0.0802662562845464,-0.049218867090099,-0.0247218173341626
-44.572158524361,-0.0252711377403907,-0.0185619429612989,-0.0185619429612989,-0.0242055660126383
-17.9636560458097,-0.00198309015464826,-0.0313368964487308,-0.0206484217451601,-0.00606065061184413
-39.5931934816244,-0.0233686344735826,-0.0602685816710826,0.00293332908437094,-0.0149028839455765
-39.7540398646208,-0.0909394793155904,-0.0388727780247033,-0.0312142561126492,-0.0524817655025469
-33.5238300600327,-0.0326772136348721,-0.0476532591861361,-0.0361911576356677,-0.0361911576356677
-17.4546783068394,0.00751365672542015,0.00189618529080748,-0.00542531108311506,-0.00479805872126704
-32.9598903194592,-0.00202664584846612,-0.00409077947340553,-0.00202664584846612,-0.00409077947340553
-11.5139380919002,-0.0545348973042232,-0.024873686955849,-0.024873686955849,-0.024873686955849
-52.5362642879984,-0.0387642062824458,-0.077378200344834,-0.0429819069765722,-0.0387642062824458
-45.7254951708066,-0.0193099637755925,0.0080243716829651,0.00570237541353347,-0.00392969206790816
-41.7886158088405,-0.0479096340236538,-0.026893079256924,-0.0107642921298479,-0.0259428318969599
-30.79246140369,-0.0439021665686967,-0.0614844648815644,-0.0248820702703059,-0.00730842745813565
-42.9765682097669,-0.00223489947605504,-0.0154149408046784,0.00737147982641151,0.00737147982641151
-19.7976028391936,0.00366848976110568,-0.00350091117394058,0.0101290559094691,0.0174331658966187
-37.32801475795,0.0182538799006116,0.0114806643024581,0.00529098900121294,0.0114806643024581
-29.2268762471483,-0.022243104484625,-0.0298159158366937,-0.019036548812017,-0.019036548812017
-22.5281335262293,-0.0346982922741192,-0.00671720156891897,-0.00463838183367571,-0.0211611361517425
-40.00466051928,-0.00829602751449077,-0.0495119451910324,-0.0149036801061104,-0.0149036801061104
-29.6901393877458,-0.0182338232609087,-0.062240599438864,-0.0216294060684841,-0.0216294060684841
-39.889183161157,-0.0137858636222141,-0.0695369707428863,-0.0366926980113003,-0.0137858636222141
-36.6531640293885,-0.0129356417010884,-0.0198632389247799,0.000734374090196166,-0.00617181308549108
-30.0425864802471,-0.0514997003032494,-0.0350049825631018,-0.0425022182703385,-0.0504684189387494
-21.7549612860373,-0.0213779382591466,0.0065960162613532,0.0065960162613532,0.00595844320270178
-46.6593707544415,-0.0217406885949636,-0.0325544771982558,-0.0325544771982558,-0.0205438344344331
-18.253249069973,-0.0188121578469103,0.00727768341512025,0.0319774649950295,-0.00734801570569577
-19.7834596541352,-0.0425310886855561,-0.0260323200068342,-0.0115620239177758,-0.00819133189837373
-48.2666229063074,-0.00948107057132486,-0.0147911780007677,-0.0147911780007677,-0.0110474587740099
-34.1215978487625,-0.0391578813539697,-0.0131877430368093,-0.00968976430972601,-0.0271073906026995
-30.3451144416104,-0.0591892587818403,-0.0715615183610456,-0.0457700323923103,-0.0457700323923103
-20.5514091126512,-0.0299431581833494,-0.0126670268502922,-0.00968018105749024,-0.0104232058279337
-28.5890963055766,-0.0207971695132594,-0.0460033826140602,-0.00844954160080658,-0.0182133717164765
-32.305021495335,0.00794171399108468,0.00794171399108468,0.02457337848218,0.014039763982086
-45.1815248047737,0.00242558353535038,-0.0392733296184282,0.010043598723843,-0.0056753337447093
-18.9192257573124,0.00423149174619386,0.00283247724496771,-0.0171352918962704,0.00423149174619386
-28.3107969230471,-0.0326074929852114,-0.0138668626935603,0.00665656472602905,-0.0138668626935603
-25.9944018472209,-0.013401576173302,-0.000295242499094073,-0.00655800452108046,-0.013401576173302
-36.4542927493723,-0.0130759821522393,-0.0405872561915857,0.06631941334608,0.0108300163774473
-39.762179087352,-0.0454901549800475,-0.0477908963515734,-0.0352058808959663,-0.0471579454012478
-33.0608197694847,-0.00796825081000474,-0.00953495806153004,0.0133678208234791,-0.00306898848061721
-25.7173599630235,-0.00917571886159774,-0.0101151486526208,0.00088142969933358,0.00088142969933358
-26.4608161188592,-0.0167189152546796,-0.00973765854265807,-0.0167189152546796,-0.00862586794582354
-29.7985292116412,0.00370313579347936,-0.00221105760683304,0.00467429349653514,0.00370313579347936
-25.6560602965826,0.00156948566713844,-0.0332911540541305,0.0137774479564268,0.00299699994694613
-17.4542443067201,-0.0581211701928321,-0.00356779291171261,-0.0148152672335469,-0.0304696193172527
-22.5992434615696,-0.0315487524003966,-0.032492858854309,-0.02437005218929,-0.0129340990641049
-31.4157516904015,0.00459838033297544,-0.0720576048374513,0.00213501041024999,0.0193089145048755
-39.3959902576708,-0.0552855940888493,-0.0538836591752636,-0.0173202898091853,-0.0173202898091853
-29.7046788830551,-0.0763648222044173,-0.0325938828874071,-0.0433678116619491,-0.0529648049730858
-33.2288184848097,-0.00156206117237812,-0.0180451844216254,-0.0012153101635608,-0.00156206117237812
-32.3534142167265,-0.00830943315827515,-0.0635406972773831,0.0124961843355091,0.00182605271336111
-19.4411798154137,-0.0202473163715715,-0.00303490780980731,-0.00258963189965566,-0.00258963189965566
-19.6047506800165,-0.0365662027439289,-0.0047118034357112,-0.0047118034357112,-0.0189543422664649
-33.6415498607302,0.0125043672773568,0.00244580537654837,0.0529030260996191,0.03071329536247
-16.258144509346,-0.00362346744869146,-0.0358771513885365,-0.00322977984326744,0.00260167181621895
-26.5361892612263,0.0313785010094483,-0.0361305035757278,0.0313785010094483,0.0313785010094483
-37.2049113466282,-0.0240812212484842,-0.0624862246812476,-0.0253822692792509,-0.0175984960674889
-34.2411993306367,-0.0160823462264972,-0.0141249306293272,-0.0141249306293272,-0.0260009846616756
-21.5017457307451,-0.030067956604368,-0.0175724060989149,-0.0237456431802627,-0.0184505893819571
-33.6356429133482,-0.00864581885790816,-0.00884074515197231,-0.00864581885790816,0.00175144962192331
-35.6700587341345,-0.0510632065758694,0.00709441953148948,-0.0344837539013088,-0.0163116726648158
-4.09887953404026,-0.0489672496684097,0.0302862711557683,0.0302862711557683,-0.00649287562441137
-39.1224229377115,-0.0314518564774211,-0.00856269438458623,-0.00856269438458623,-0.0171290009435849
-18.6113772709032,0.000389003414279721,0.00117509221968159,0.00438824828016848,0.00438824828016848
-44.0111926564481,-0.0120639922283665,-0.0427583987949163,0.0623013228810376,0.0184630020652428
-15.3963718273237,0.000306737263514378,-0.0196616000749046,-0.0123990366320603,0.00421282554049363
-16.6709445176922,-0.0506159645573976,-0.0512306604537907,-0.0158396744427911,-0.015224978546398
-24.519406053122,-0.0745182261973438,-0.0514408747508401,-0.0146681271714906,-0.0146681271714906
-6.74830137747997,-0.0249113492102566,-0.0249113492102566,0.00632720369189865,-0.0105669017693577
-34.2776828564917,-0.00413784461814259,-0.0306380038119949,-0.00117100903291067,0.00566489455584218
-19.3184769678574,-0.0272741272822863,-0.00112155513095669,-0.00378510231446683,-0.00666512974213695
-24.7365983184325,-0.0148393601799883,-0.0150196210064442,-0.00642478241799704,-0.0123080456494762
-9.66348007547973,-0.0779860059103457,-0.0755874775815633,-0.0454411242865396,-0.0454411242865396
-29.3355190241584,-0.0653931479740866,-0.0304395798665125,-0.0374463260329163,-0.0384157739403053
-30.7238410306003,-0.0102589300469029,-0.00386572974806043,-0.0349901241222197,-0.0349901241222197
-43.6768307483541,-0.0398832144585546,-0.0121021536235801,-0.0121021536235801,-0.0324006475183412
-44.1163350717064,0.0168602558991759,-0.00539863059824075,0.00540646264622335,0.0297136063412911
-38.3580928340431,-0.0156493525466068,-0.0416962265031851,-0.0476814093301114,-0.020264321009738
-31.6909218570307,-0.0181949432361703,-0.032789205714951,-0.0227150406883991,-0.0218126732754387
-13.4451379138258,-0.0495526807301241,-0.057799983271857,-0.0607116038174476,-0.0538336530558912
-33.4338729744434,-0.00906892626401579,-0.0108740800319644,-0.0108740800319644,-0.00906892626401579
-18.6271281169771,-0.0205719883750168,0.0223051317914811,0.0223051317914811,0.00175922976337439
-23.1752992789757,0.00190221342913066,0.00129288677965356,0.00129288677965356,0.00129288677965356
-20.0851204821658,-0.00731975412435437,-0.00790859516661868,0.00066075007463029,1.01013352602486e-05
-25.4124766168472,-0.0341776220304242,0.000765395698794968,0.000765395698794968,-0.00972878689036971
-31.9692378504456,-0.0636794595068757,-0.0351204914690966,0.0401743006968047,0.00165861983746574
-34.8441937545873,-0.0342991124137422,-0.0772296435735935,-0.0243878236143495,-0.031453191167985
-15.8324400748486,-0.0248753916380791,-0.0248753916380791,-0.0248753916380791,-0.00875514100309305
-32.3880081858406,-0.0326925703555032,-0.019100284555992,-0.019100284555992,-0.0154886591941521
-33.276513642623,-0.0207597737672276,-0.0134915050490063,-0.00662772611628037,-0.0121527225258071
-31.0499637167696,-0.00999515184391342,-0.00961733819490584,0.00883412750215884,0.00492600403078036
-39.1568558787962,-0.0280645282335819,-0.0378682621187068,-0.0018049182809996,-0.0280645282335819
-31.943943235342,0.00201338953108277,0.0258640811670405,-0.00131793420253334,0.00201338953108277
-26.0279689188904,-0.00851114706970169,-0.0290668200288371,-0.00367137902844039,-0.00367137902844039
-29.0720087260082,-0.0222477937813066,-0.0273188634125958,-0.0257765162847301,-0.015589146299213
-29.2955345117223,0.00173757717134659,-0.00240426443356778,0.0183797774248982,0.0146048103387644
-15.8798093076354,0.00336113684362793,-0.0405976968554231,-0.0405976968554231,-0.0230112983931914
-24.6699575255009,-0.00794551873056637,-0.0241780502312707,-0.0162078370203682,-0.00794551873056637
-42.0855328617141,-0.0211878156158392,-0.0514798734342063,-0.019176904896633,-0.019176904896633
