"pop.change","r.All.yrs","r.1GL","r.2GL"
-82.3510936687447,-0.0438676660608728,-0.104562261245749,-0.0709553481173222
-75.6776953960236,-0.0677394483261491,-0.0742020903403251,-0.0742020903403251
-81.0188810939781,-0.0337884186314499,-0.0610976616555403,-0.0610976616555403
-83.8551669899087,-0.053698794567639,-0.0852671571428667,-0.0646061360035874
-73.7403168858785,-0.0468909244759619,-0.0884584595337774,-0.0632876587881759
-79.8201415213049,-0.0426918984060585,-0.126127619864519,-0.0935643420606791
-82.3433776028724,-0.046995209374626,-0.0654653690335687,-0.0956151450853744
-76.0309276089183,-0.0771255765278145,-0.116271917180914,-0.0997814994551902
-83.7444956411982,-0.0503997067190909,-0.0915229932541237,-0.0728877491436233
-77.3613723886955,-0.0425172467396502,-0.0421632649700783,-0.0500712593310508
-81.7529577431394,-0.0907890997003404,-0.0722664409510383,-0.125737326478061
-78.9727773202066,-0.0321794885305984,-0.0998564831546549,-0.0755805527101492
-79.378891133677,-0.0680699640832243,-0.0849086170287912,-0.0779521710640516
-76.6649020037807,-0.068523902236632,-0.0901209041740945,-0.0901209041740945
-80.1494131192702,-0.057891880224469,-0.0844186973418815,-0.0786932612737612
-83.4185481651325,-0.0702642583769473,-0.0815379347200187,-0.081367993552047
-77.3859890889488,-0.0636240347449704,-0.0703915896264329,-0.0853610601802872
-77.946421017295,-0.0669151101467582,-0.0742264163417294,-0.0742264163417294
-80.1310861492655,-0.0394927914327106,-0.0833977500140133,-0.060019512491845
-84.5197361141775,-0.0526283344365082,-0.0771117585119292,-0.0640068537560028
-84.0506866044866,-0.0502271047377958,-0.0498247004329766,-0.0537678827411723
-77.3124633754118,-0.0604287783844448,-0.109860979204653,-0.0909248622507839
-83.979129422848,-0.0782472191464363,-0.0844647669164553,-0.0782472191464363
-82.7963817928883,-0.0874351518240575,-0.0874351518240575,-0.0971800354159811
-75.6591990113463,-0.0601018143238941,-0.0904023436017365,-0.0601018143238941
-79.724508254896,-0.0403940419278825,-0.0723657196930345,-0.0723657196930345
-84.335956839005,-0.0764384930859396,-0.143748758670728,-0.0889688433932054
-76.9615147945073,-0.0917383347566965,-0.0924172810964743,-0.114953608332286
-78.7765998342657,-0.0593399225774656,-0.0900483701575485,-0.0784828962849229
