"assessment","scenario","name","year","obs","obs.err","hat","lci","uci","lpp","upp","residual","retro.peels"
"Afr_penguin","S.Africa","Lamberts.Bay",1992,18,0.1574540076056,18.8271456347582,14.091789687143,24.7151778984254,11.6144798384923,27.7379074309683,-0.044927987236802,0
"Afr_penguin","S.Africa","Lamberts.Bay",1993,22,0.1574540076056,21.1369100299295,15.8556671426987,27.8980731434676,13.1220230408059,31.1420109516674,0.0400216505850177,0
"Afr_penguin","S.Africa","Lamberts.Bay",1994,16,0.1574540076056,17.1523232174355,12.6925608885948,22.3264264175414,10.7524611802173,25.0125913851903,-0.0695449067711689,0
"Afr_penguin","S.Africa","Lamberts.Bay",1995,26,0.1574540076056,24.4762063112517,18.000542252307,32.0516378233736,15.4482548962388,36.2951040782979,0.0603950633321939,0
"Afr_penguin","S.Africa","Lamberts.Bay",1996,20,0.1574540076056,20.6599068258663,15.1350468234589,26.8425036817602,13.0497354114645,30.5897344194421,-0.032462680246709,0
"Afr_penguin","S.Africa","Lamberts.Bay",1997,23,0.1574540076056,22.8369488304918,16.9031086150648,30.0059434915389,13.9785482749137,33.2700326516222,0.0071144289227516,0
"Afr_penguin","S.Africa","Lamberts.Bay",1998,27,0.1574540076056,24.4931827904346,17.9817526808312,32.0125804694789,15.3960490113585,36.2689586081942,0.0974420406249692,0
"Afr_penguin","S.Africa","Lamberts.Bay",1999,11,0.1574540076056,11.7885041474277,8.79556136587079,15.4251289953358,7.41502136406242,17.3818989450805,-0.0692295590135714,0
"Afr_penguin","S.Africa","Lamberts.Bay",2000,10,0.1574540076056,10.0650170237057,7.42326405671813,13.1923886705991,6.29815188331999,15.0164391515531,-0.00648065747290083,0
"Afr_penguin","S.Africa","Lamberts.Bay",2001,9,0.1574540076056,9.12370139527668,6.76489876015181,11.9040606030432,5.57955859104782,13.4651691284403,-0.0136509991585108,0
"Afr_penguin","S.Africa","Lamberts.Bay",2002,9,0.1574540076056,9.59896899285639,7.08702411123355,12.5287944205935,5.91432296970179,14.0408016160131,-0.0644311187926863,0
"Afr_penguin","S.Africa","Lamberts.Bay",2003,18,0.1574540076056,17.0924537359508,12.6363367820515,22.5032075709803,10.4778835827281,25.1835384533449,0.0517346937811101,0
"Afr_penguin","S.Africa","Lamberts.Bay",2004,22,0.1574540076056,19.9524922371251,14.7896743787711,26.3510472953105,12.1327272251895,29.288092421286,0.0976883936581459,0
"Afr_penguin","S.Africa","Lamberts.Bay",2005,10,0.1574540076056,10.4847873714514,7.57774657886635,13.7862768981023,6.45625502359675,15.6863752336162,-0.0473402918458117,0
"Afr_penguin","S.Africa","Lamberts.Bay",2023,0.1,0.1574540076056,0.101076411647504,0.0711994632474159,0.136550370019157,0.0616389690884472,0.151559375855628,-0.0107065957781374,0
"Afr_penguin","S.Africa","Malgas.Island",1979,1022,0.1574540076056,1006.65926593505,731.17863633478,1322.62942652205,615.481234411791,1491.17922069871,0.0151243008100197,0
"Afr_penguin","S.Africa","Malgas.Island",1987,142,0.1574540076056,143.536770089606,102.861839424394,190.701817937736,89.3923303588392,213.353096481903,-0.0107641823334115,0
"Afr_penguin","S.Africa","Malgas.Island",1989,101,0.1574540076056,104.049654141325,75.4290898099505,136.762591377045,64.3709190008686,154.947045253385,-0.0297477120267367,0
"Afr_penguin","S.Africa","Malgas.Island",1990,118,0.1574540076056,112.719354996468,82.5610572956096,146.65121705609,71.5714601077088,168.28410355584,0.0457834790663121,0
"Afr_penguin","S.Africa","Malgas.Island",1991,80,0.1574540076056,83.9677389002426,61.5302501616181,109.125804178604,52.3495732268146,124.735106075199,-0.0484060296878308,0
"Afr_penguin","S.Africa","Malgas.Island",1992,99,0.1574540076056,94.7975439857589,70.5583451527349,124.090343068708,58.7223270155881,140.77453000039,0.0433763485324326,0
"Afr_penguin","S.Africa","Malgas.Island",1993,70,0.1574540076056,72.65415581312,53.9140012218681,95.4863001079525,45.1498069849372,106.365508464227,-0.037215349539701,0
"Afr_penguin","S.Africa","Malgas.Island",1994,80,0.1574540076056,78.6020469864619,58.1434767723673,103.110974234043,48.2978235708201,115.181337590346,0.0176288924930779,0
"Afr_penguin","S.Africa","Malgas.Island",1995,74,0.1574540076056,73.9198749279418,53.5677994676886,96.3318187773218,45.3679728032546,109.252106118707,0.00108335786430214,0
"Afr_penguin","S.Africa","Malgas.Island",1996,71,0.1574540076056,68.3322987094511,50.2373872112246,88.5866043170914,42.6016178039342,100.501744593519,0.0382973275229412,0
"Afr_penguin","S.Africa","Malgas.Island",1997,43,0.1574540076056,46.5151657435633,34.1937067205962,60.9073776718646,28.2775259815932,68.6537414573706,-0.0785782887488886,0
"Afr_penguin","S.Africa","Malgas.Island",1998,61,0.1574540076056,59.7536106216674,44.3287674357617,78.0883463537708,37.3229927016427,88.4108786462943,0.0206442463729211,0
"Afr_penguin","S.Africa","Malgas.Island",1999,67,0.1574540076056,64.3063687865189,46.5995709595566,83.8072634573991,40.0605970009673,95.210310057445,0.0410339450504722,0
