"assessment","scenario","name","year","obs","obs.err","hat","lci","uci","lpp","upp","residual","retro.peels"
"Afr_penguin",3,"Dyer.Island",2012,1300,0.156044436889534,1273.18243839807,928.596518428477,1655.72138801926,778.031261978235,1835.73845256722,0.0208446414151195,0
"Afr_penguin",3,"Dyer.Island",2013,1250,0.156044436889534,1244.73495729881,920.756966087526,1626.88161676782,785.342138095709,1827.22734767346,0.0042209297646858,0
"Afr_penguin",3,"Dyer.Island",2014,1148,0.156044436889534,1155.26905771433,854.7785556413,1517.07234606081,707.68460084626,1686.25635642344,-0.00631196934967093,0
"Afr_penguin",3,"Dyer.Island",2015,1159,0.156044436889534,1171.39660118664,859.725165062913,1528.05465199085,720.321006040286,1720.84922122301,-0.0106391488149171,0
"Afr_penguin",3,"Dyer.Island",2016,1376,0.156044436889534,1319.57622835399,972.529671509953,1724.59188492588,822.613043686612,1947.35806656429,0.0418700935827303,0
"Afr_penguin",3,"Dyer.Island",2017,951,0.156044436889534,983.926558720093,731.812486610304,1293.41556769156,614.362391048496,1452.00106379476,-0.0340371962744399,0
"Afr_penguin",3,"Dyer.Island",2018,1074,0.156044436889534,1063.95602797494,785.03426234002,1394.0188384399,670.159900853967,1576.33685920676,0.00939593311242692,0
"Afr_penguin",3,"Dyer.Island",2019,1071,0.156044436889534,1064.85696422186,777.16263644021,1393.94877337659,658.679140459328,1564.80892467075,0.00575230721903441,0
"Afr_penguin",3,"Dyer.Island",2020,1008,0.156044436889534,1020.13884617971,748.430229294529,1318.79291853544,632.209903432369,1486.12032128671,-0.0119705720886092,0
"Afr_penguin",3,"Dyer.Island",2021,1069,0.156044436889534,1058.31062482306,777.498479987669,1383.03983678359,644.986507681127,1553.66909713812,0.0100497454566693,0
"Afr_penguin",3,"Dyer.Island",2022,1026,0.156044436889534,997.493510103505,742.190674283018,1299.62148186015,599.484487957031,1441.48924727896,0.0281773831497611,0
"Afr_penguin",3,"Dyer.Island",2023,693,0.156044436889534,713.490492547751,523.149011425246,961.370653691994,442.740590301896,1072.81713931809,-0.0291391125474592,0
"Afr_penguin",3,"Geyser.Island",1996,47,0.156044436889534,39.7951974558979,29.4908114715287,52.7143783351901,24.9509232994501,58.393706770348,0.166401363637746,0
"Afr_penguin",3,"Geyser.Island",1997,5,0.156044436889534,5.62462259818151,4.13572096800362,7.35444301315007,3.50940234172561,8.27276280809268,-0.117715939748883,0
"Afr_penguin",3,"Geyser.Island",1999,1,0.156044436889534,1.10209573620325,0.805731937936359,1.46433752117922,0.669765850484931,1.62152384213071,-0.0972135819148919,0
"Afr_penguin",3,"Geyser.Island",2004,2,0.156044436889534,1.88053790080879,1.36529349053144,2.45478885785544,1.17708474743614,2.76274299435181,0.0615893271903956,0
"Afr_penguin",3,"Geyser.Island",2005,1,0.156044436889534,1.14360728350582,0.843419231904531,1.50541509071985,0.718463662585795,1.66161177279035,-0.13418755037353,0
"Afr_penguin",3,"Geyser.Island",2007,6,0.156044436889534,5.53400690918798,4.03263045189751,7.2194450086502,3.43302822335578,8.106179178993,0.0808473393660907,0
"Afr_penguin",3,"Geyser.Island",2008,6,0.156044436889534,5.7826989026469,4.28579955111454,7.60230912201044,3.53086566975929,8.46791849860352,0.0368889573512701,0
"Afr_penguin",3,"Geyser.Island",2009,4,0.156044436889534,4.02076763502445,2.96564450871629,5.24533210842745,2.52151234586086,5.90249604356988,-0.00517847726782805,0
"Afr_penguin",3,"Geyser.Island",2010,3,0.156044436889534,2.97656225868489,2.16698644913935,3.88705932580593,1.83660543832377,4.39826515463842,0.00784325853277257,0
"Afr_penguin",3,"Geyser.Island",2011,2,0.156044436889534,2.06189676973786,1.5115582808225,2.67887792032128,1.312189808834,3.04452066975637,-0.0304791406089028,0
"Afr_penguin",3,"Geyser.Island",2012,2,0.156044436889534,1.95815735149849,1.40451603626015,2.55030316331176,1.19902006684238,2.88491869517234,0.0211432763003623,0
"Afr_penguin",3,"Geyser.Island",2023,0.1,0.156044436889534,0.100908247209949,0.071845815000282,0.133867943214704,0.0629124333438539,0.15175835735407,-0.00904147450247983,0
"Afr_penguin",3,"De.Hoop",2003,1,0.156044436889534,1.19067582787906,0.871458272075271,1.57216182352935,0.732526578218585,1.74541066617076,-0.174521068503884,0
"Afr_penguin",3,"De.Hoop",2004,7,0.156044436889534,6.41374012930664,4.70863541111522,8.31164151437667,4.03948199470369,9.49133583700221,0.0874675647718743,0
"Afr_penguin",3,"De.Hoop",2005,15,0.156044436889534,13.8448361963981,10.0638784642937,17.9397785985416,8.5099350894184,20.3901812087421,0.080137875795347,0
"Afr_penguin",3,"De.Hoop",2006,18,0.156044436889534,14.0779528583998,10.3033004538909,18.4398446869701,8.65763338983894,20.645900813762,0.245761811316501,0
"Afr_penguin",3,"De.Hoop",2007,1,0.156044436889534,1.27786236263774,0.918767133552926,1.67978744934908,0.794280244933287,1.88393277070564,-0.245188652688999,0
"Afr_penguin",3,"De.Hoop",2022,1,0.156044436889534,1.06221261512106,0.775374646484139,1.40925949881378,0.665518348630343,1.59027697669574,-0.0603541053440886,0
"Afr_penguin",3,"De.Hoop",2023,2,0.156044436889534,1.88831605115565,1.37555963137965,2.49581488116884,1.14511885287082,2.79425113528315,0.0574617268699408,0
"Afr_penguin",3,"Jahleel.Island",1997,454,0.156044436889534,443.76171169027,321.804439970515,580.175356117053,276.484294751054,653.459998925901,0.022809465058546,0
"Afr_penguin",3,"Jahleel.Island",1999,243,0.156044436889534,264.515698860403,196.706860610631,349.828115193303,166.236212119437,390.455893524082,-0.0848391591658757,0
"Afr_penguin",3,"Jahleel.Island",2000,538,0.156044436889534,485.669837758884,355.656573228505,639.310936958387,295.581048344098,710.219686953805,0.102329513296602,0
"Afr_penguin",3,"Jahleel.Island",2003,141,0.156044436889534,161.716521225945,117.52144754499,211.186445464645,97.0200296294975,236.297182970165,-0.137085043069447,0
"Afr_penguin",3,"Jahleel.Island",2004,479,0.156044436889534,421.242183102372,312.422953790969,552.346664184262,265.13910514159,622.982010891448,0.128492672350055,0
"Afr_penguin",3,"Jahleel.Island",2005,316,0.156044436889534,321.214365485514,234.917180885466,416.137858180412,202.809484842369,477.025201380446,-0.0163664919112216,0
"Afr_penguin",3,"Jahleel.Island",2006,301,0.156044436889534,283.932204799079,207.934681271374,368.773908703321,178.336361392305,417.226458416685,0.0583747705809499,0
"Afr_penguin",3,"Jahleel.Island",2007,141,0.156044436889534,142.048769627068,104.224614117612,182.650981578913,89.4988442294673,209.028093288886,-0.00741055633624477,0
"Afr_penguin",3,"Jahleel.Island",2008,65,0.156044436889534,75.2532050552968,56.1211639276672,98.6269246291226,46.8340512177115,109.118578095036,-0.146471224923299,0
"Afr_penguin",3,"Jahleel.Island",2009,181,0.156044436889534,162.003909923629,118.870965097739,211.268773497072,100.884006540786,237.34987021231,0.110876560993654,0
"Afr_penguin",3,"Jahleel.Island",2010,119,0.156044436889534,114.167713779211,83.2347890276896,149.648599402615,71.4359761143759,167.503756771584,0.0414549523307084,0
"Afr_penguin",3,"Jahleel.Island",2011,50,0.156044436889534,54.2382102174298,40.1501748754205,71.5509716834826,33.3250459283907,78.9737894270441,-0.081362640193301,0
"Afr_penguin",3,"Jahleel.Island",2012,51,0.156044436889534,56.181345622687,41.3612779728559,73.5892999999309,35.3389965845257,83.1397588759103,-0.096759140652948,0
"Afr_penguin",3,"Jahleel.Island",2013,164,0.156044436889534,150.892457443662,110.942545926059,194.976139400629,95.9339066311873,222.2374236585,0.0832990471057133,0
"Afr_penguin",3,"Jahleel.Island",2014,178,0.156044436889534,179.583046830273,132.053285463777,233.133296435103,111.324773934351,262.558959585538,-0.00885420707982032,0
"Afr_penguin",3,"Jahleel.Island",2015,240,0.156044436889534,234.804928518172,173.11634439914,307.033106814568,148.079898080114,347.708848943662,0.0218838453265207,0
"Afr_penguin",3,"Jahleel.Island",2016,257,0.156044436889534,252.091820781703,185.667753646845,329.506880251612,154.524317073234,366.182602519711,0.0192826955683989,0
"Afr_penguin",3,"Jahleel.Island",2017,232,0.156044436889534,219.352819630704,161.547295158009,287.374252294415,131.530415648225,319.122234488838,0.0560558896543544,0
