"assessment","scenario","name","yr","Type","estimation","mu","lci","uci","lpp","upp"
"Afr_penguin",3,"global",2010,"census","fit",26665.2352308972,20992.0346109557,33265.1582869559,NA,NA
"Afr_penguin",3,"global",2011,"census","fit",25535.9879194306,22558.2349798594,28516.7527990139,NA,NA
"Afr_penguin",3,"global",2012,"census","fit",24207.8357786971,21737.1315645702,26969.8873912021,NA,NA
"Afr_penguin",3,"global",2013,"census","fit",24256.7352538895,21659.024262159,26998.6247252783,NA,NA
"Afr_penguin",3,"global",2014,"census","fit",24503.1062400097,21719.2774549898,27384.3511363496,NA,NA
"Afr_penguin",3,"global",2015,"census","fit",24711.6521449479,22117.4208533387,27438.7422029269,NA,NA
"Afr_penguin",3,"global",2016,"census","fit",22840.1911752118,20471.9911843085,25486.1594422572,NA,NA
"Afr_penguin",3,"global",2017,"census","fit",21686.249983011,19445.7346469645,23982.8006929689,NA,NA
"Afr_penguin",3,"global",2018,"census","fit",20194.9551875433,17270.2099533002,23215.6305574607,NA,NA
"Afr_penguin",3,"global",2019,"census","fit",17360.9191069212,15739.5716651399,19092.8422012564,NA,NA
"Afr_penguin",3,"global",2020,"census","fit",14370.4188252204,12085.6080978943,16902.2316813081,NA,NA
"Afr_penguin",3,"global",2021,"census","fit",11966.3555900879,10850.372428543,13146.7626365045,NA,NA
"Afr_penguin",3,"global",2022,"census","fit",11249.7799105574,10099.9940484025,12318.5066705257,NA,NA
"Afr_penguin",3,"global",2023,"census","fit",9484.12817863099,8472.01453987394,10525.0688075458,NA,NA
"Afr_penguin",3,"global",2024,"census","prj",9021.296337819,7895.56158123061,10084.3066583718,NA,NA
"Afr_penguin",3,"global",2025,"census","prj",8613.86520524215,7426.59045334694,9764.31354668186,NA,NA
"Afr_penguin",3,"global",2026,"census","prj",8251.65456628096,6972.01956956412,9484.25827625813,NA,NA
"Afr_penguin",3,"global",2027,"census","prj",7926.44117689604,6635.76177342827,9327.31335413653,NA,NA
"Afr_penguin",3,"Lamberts.Bay",1996,"census","fit",20.5954397408197,15.020347731642,26.6334732871074,12.4197990192709,29.9728210031616
"Afr_penguin",3,"Lamberts.Bay",1997,"census","fit",23.0220618245804,16.8136143117263,30.0610587150063,14.3388335261108,33.869478231124
"Afr_penguin",3,"Lamberts.Bay",1998,"census","fit",24.8858203420678,18.5224888846524,32.928208838753,15.1271293273248,36.4273735396056
"Afr_penguin",3,"Lamberts.Bay",1999,"census","fit",11.6694036609701,8.78265839140458,15.3956098328161,7.19690740512605,17.1266849640412
"Afr_penguin",3,"Lamberts.Bay",2000,"census","fit",10.0515255016363,7.46996763178268,13.2036469747166,6.28697542288456,14.6656403174526
"Afr_penguin",3,"Lamberts.Bay",2001,"census","fit",9.13886442029711,6.70393845123561,11.9039936541671,5.68440872038357,13.4371487493195
"Afr_penguin",3,"Lamberts.Bay",2002,"census","fit",9.55578453778555,6.87734789848887,12.3807718471896,5.89776674284282,14.0997794075248
"Afr_penguin",3,"Lamberts.Bay",2003,"census","fit",17.2051902686904,12.7039932289392,22.4527278399964,10.7957685637257,25.2817650127999
"Afr_penguin",3,"Lamberts.Bay",2004,"census","fit",20.2393279368382,14.7116366871533,26.3180704648896,12.2454820983466,29.5169075328603
"Afr_penguin",3,"Lamberts.Bay",2005,"census","fit",10.4144370106566,7.4356665676497,13.6771517971962,6.51343525123368,15.4475340531365
"Afr_penguin",3,"Lamberts.Bay",2006,"census","fit",7.95047889579795,2.1136536104245,18.5110407334043,1.91266095131671,19.5641927121587
"Afr_penguin",3,"Lamberts.Bay",2007,"census","fit",6.21232722296708,0.752317501288668,18.8718974918289,0.776953816029727,19.7335785009177
"Afr_penguin",3,"Lamberts.Bay",2008,"census","fit",4.86756840304104,0.378751614241891,17.6663304692009,0.26393941453609,17.760650587914
"Afr_penguin",3,"Lamberts.Bay",2009,"census","fit",3.72143762577936,0.135585342121607,16.0736268851272,0.117494469666501,16.386689131001
"Afr_penguin",3,"Lamberts.Bay",2010,"census","fit",2.93116125607351,0.128611222602853,14.0074413883285,0.10678421728233,14.1305793272033
"Afr_penguin",3,"Lamberts.Bay",2011,"census","fit",2.22179962572349,0.0674507358109597,11.4450073774515,0.0784482817621598,11.6250724575102
"Afr_penguin",3,"Lamberts.Bay",2012,"census","fit",1.72764756189359,0.0617568525787509,9.30680604608745,0.0452324605170323,9.41530762023373
"Afr_penguin",3,"Lamberts.Bay",2013,"census","fit",1.32689240645231,0.0170855790020977,7.41361116747724,0.0252277613630704,7.55034496986864
"Afr_penguin",3,"Lamberts.Bay",2014,"census","fit",1.03428575366393,0.0161964517394398,5.8403058868192,0.0175701920025214,5.83495531982305
"Afr_penguin",3,"Lamberts.Bay",2015,"census","fit",0.787539237187761,0.00682038123868926,4.38470147313915,0.015492069914141,4.44967403239078
"Afr_penguin",3,"Lamberts.Bay",2016,"census","fit",0.606317797636016,0.021968176813742,3.34931799658153,0.0134561331101984,3.41173804929072
"Afr_penguin",3,"Lamberts.Bay",2017,"census","fit",0.474818244331334,0.0109287248866117,2.44597586373473,0.011055797040338,2.45042354122804
"Afr_penguin",3,"Lamberts.Bay",2018,"census","fit",0.367256893515181,0.018176332680658,1.74319600385915,0.0173353010430746,1.78151707218415
"Afr_penguin",3,"Lamberts.Bay",2019,"census","fit",0.283390115734668,0.0160615142670602,1.20261768203983,0.0169393032518856,1.25023090786906
"Afr_penguin",3,"Lamberts.Bay",2020,"census","fit",0.219993983438019,0.0187656843179968,0.811832979692025,0.0189608810236138,0.836185506235301
"Afr_penguin",3,"Lamberts.Bay",2021,"census","fit",0.170136005052617,0.0213044230029089,0.524018770113498,0.0226765023267563,0.532175670797834
"Afr_penguin",3,"Lamberts.Bay",2022,"census","fit",0.131331037275233,0.0329898577628634,0.306019526983334,0.02963023406579,0.316462922876757
"Afr_penguin",3,"Lamberts.Bay",2023,"census","fit",0.101138118590944,0.0718426390515895,0.134306039733046,0.0596421324963773,0.148974450259823
"Afr_penguin",3,"Lamberts.Bay",2024,"census","prj",0.0784284220584287,0.0510250940416681,0.112234851061714,0.0483453922665081,0.112354568880219
"Afr_penguin",3,"Lamberts.Bay",2025,"census","prj",0.0609389196771915,0.0323702230233945,0.0990191713701173,0.032831893262085,0.100942025428504
"Afr_penguin",3,"Lamberts.Bay",2026,"census","prj",0.0471994629931002,0.0199444400157426,0.0890301297798083,0.0193633345612909,0.089558589660337
"Afr_penguin",3,"Lamberts.Bay",2027,"census","prj",0.0367283486685502,0.0111159643973109,0.0799659657495671,0.0116070870846871,0.0808039436553303
"Afr_penguin",3,"Malgas.Island",1996,"census","fit",68.7886108425531,50.7433436325262,89.3655137032119,43.0522252497055,101.723849877009
"Afr_penguin",3,"Malgas.Island",1997,"census","fit",46.0013108505921,33.7769655776175,59.8340933926483,28.7538995898202,67.2606188096999
"Afr_penguin",3,"Malgas.Island",1998,"census","fit",59.7920127504666,44.2223991527083,78.3333560994108,37.8582412818359,87.360077871453
"Afr_penguin",3,"Malgas.Island",1999,"census","fit",64.4807597351095,47.4432208412623,84.1224513074055,40.2252188137862,94.9001294107569
"Afr_penguin",3,"Malgas.Island",2000,"census","fit",49.7486236487249,37.5593929795431,65.3250129143247,31.7475431921855,72.8313016132855
"Afr_penguin",3,"Malgas.Island",2001,"census","fit",54.7593814986231,40.3736493588981,71.326279908403,34.1309778295008,80.464202534616
"Afr_penguin",3,"Malgas.Island",2002,"census","fit",56.222968149757,41.5081522324988,74.2444101119442,35.3599944972477,82.6412421787721
"Afr_penguin",3,"Malgas.Island",2003,"census","fit",42.5224912625219,30.9832290768311,54.7378834709548,25.748359571517,62.2488369549551
"Afr_penguin",3,"Malgas.Island",2004,"census","fit",28.7533178865489,20.872252455337,36.897678548107,18.1249692267871,41.966199987683
"Afr_penguin",3,"Malgas.Island",2005,"census","fit",24.4974025058988,17.7871978827813,31.9106571885743,15.5452605368838,36.2406740856802
"Afr_penguin",3,"Malgas.Island",2006,"census","fit",11.4923719286519,8.4579451316777,14.9888260022052,7.34459220244012,17.2458256393251
"Afr_penguin",3,"Malgas.Island",2007,"census","fit",8.55390644382786,6.28969224737992,11.2344861756965,5.43000168510221,12.7636945560567
"Afr_penguin",3,"Malgas.Island",2008,"census","fit",12.1447900868466,8.89061517909506,15.7955726329486,7.67341089665072,17.8421721977323
"Afr_penguin",3,"Malgas.Island",2009,"census","fit",19.0574042545417,13.7431798635095,24.5030625160445,11.4826223480944,27.2841058373506
"Afr_penguin",3,"Malgas.Island",2010,"census","fit",18.4189173070726,13.4290625308946,24.0180570336772,11.2750534596397,26.8132478678187
"Afr_penguin",3,"Malgas.Island",2011,"census","fit",38.7451367959395,28.4604643028371,50.3647542373571,23.7191048997972,56.2202301456595
"Afr_penguin",3,"Malgas.Island",2012,"census","fit",38.0760499615969,27.9520930854567,49.7482151033012,23.679268749758,56.1395126008601
"Afr_penguin",3,"Malgas.Island",2013,"census","fit",22.6801184559679,16.7891330994312,29.7502964545488,13.9667386074237,33.1193501149294
"Afr_penguin",3,"Malgas.Island",2014,"census","fit",28.4763230487922,21.1325786720293,37.1034341619082,16.9856273071074,40.9549757388238
"Afr_penguin",3,"Malgas.Island",2015,"census","fit",21.1366787623401,15.4337838265763,27.4620218280951,13.1932748507591,31.0100305621484
"Afr_penguin",3,"Malgas.Island",2016,"census","fit",17.0396539766589,12.5259184823547,22.1494077698891,10.6257943755987,25.0862801064162
"Afr_penguin",3,"Malgas.Island",2017,"census","fit",14.6807840320431,10.8655302263317,19.1798574021435,8.99686559011771,21.5841308870203
"Afr_penguin",3,"Malgas.Island",2018,"census","fit",5.53914130081586,4.04364255398219,7.20730416583798,3.46552937133551,8.19722679409582
"Afr_penguin",3,"Malgas.Island",2019,"census","fit",5.63884011057288,4.04517647289385,7.26605034334131,3.55043080491751,8.30334757264467
"Afr_penguin",3,"Malgas.Island",2020,"census","fit",3.15423011798387,2.32821484970523,4.13078841636141,1.96683648166169,4.59092720915451
"Afr_penguin",3,"Malgas.Island",2021,"census","fit",2.94456951761633,2.14939988631346,3.83373440594811,1.8211638509347,4.28071515979662
"Afr_penguin",3,"Malgas.Island",2022,"census","fit",2.24421846466039,1.64940838692616,2.92746093202842,1.41999451365326,3.28394932146286
"Afr_penguin",3,"Malgas.Island",2023,"census","fit",5.43405695977306,3.88850794579859,7.15175455120726,3.28732676941564,7.97151616985696
"Afr_penguin",3,"Malgas.Island",2024,"census","prj",4.55440901435871,3.16000909270975,6.19867305158885,3.12159647432571,6.32943777416733
"Afr_penguin",3,"Malgas.Island",2025,"census","prj",3.82677596347585,2.52761200540315,5.34598483113838,2.49925623411237,5.46027950827353
"Afr_penguin",3,"Malgas.Island",2026,"census","prj",3.21312039987004,2.00716399585293,4.6194770809096,1.97381545822986,4.6797002643241
"Afr_penguin",3,"Malgas.Island",2027,"census","prj",2.69438922565578,1.62380728875681,4.03282597932619,1.60514008986025,4.08477163868484
"Afr_penguin",3,"Marcus.Island",1996,"census","fit",99.4324331366992,73.2138129337731,129.303250270893,62.609157456172,145.406974062998
"Afr_penguin",3,"Marcus.Island",1997,"census","fit",77.9736168471105,57.3173813626717,102.68841087648,48.0977463790731,113.975015051304
"Afr_penguin",3,"Marcus.Island",1998,"census","fit",117.052159828119,85.5787626384827,151.853374454805,73.4801400963381,170.876166391788
"Afr_penguin",3,"Marcus.Island",1999,"census","fit",114.373134053896,82.8666082661376,146.798339716455,69.5696977913996,165.986194799282
"Afr_penguin",3,"Marcus.Island",2000,"census","fit",98.1615231606603,72.2879729679972,128.505383174259,61.6923093662413,145.399813660625
"Afr_penguin",3,"Marcus.Island",2001,"census","fit",107.027316494855,79.7406295191735,140.442517373908,66.4267019806102,154.964486464587
"Afr_penguin",3,"Marcus.Island",2002,"census","fit",60.9729453549266,44.3038152309371,79.078366412263,37.0080483438461,88.5548342936005
"Afr_penguin",3,"Marcus.Island",2003,"census","fit",65.231603529381,48.0686091285834,85.2065783486692,41.7352330717304,97.2055458022033
"Afr_penguin",3,"Marcus.Island",2004,"census","fit",74.306715649156,54.2269356499777,97.3386592652393,46.1943832526002,109.043720894405
"Afr_penguin",3,"Marcus.Island",2005,"census","fit",52.6939203151806,38.0453485923068,68.6595396619825,32.9820819810062,78.484844152046
"Afr_penguin",3,"Marcus.Island",2006,"census","fit",35.833972077973,26.2820671966437,47.0701171460867,21.741392085009,52.7755998879232
"Afr_penguin",3,"Marcus.Island",2007,"census","fit",56.6146938375055,41.4568967002062,74.2344726209092,35.0786516210414,83.3085958567676
"Afr_penguin",3,"Marcus.Island",2008,"census","fit",60.9119102055454,44.9355376144696,79.6234007402614,37.285354938294,89.3476502326156
"Afr_penguin",3,"Marcus.Island",2009,"census","fit",40.2669444666238,29.5546456908854,52.8624554742058,25.5468911160394,59.6689403816804
"Afr_penguin",3,"Marcus.Island",2010,"census","fit",22.5462431855355,16.5036364302058,29.1817879866524,13.8884537781325,32.6005604869183
"Afr_penguin",3,"Marcus.Island",2011,"census","fit",25.7209414279954,18.9364729377753,33.3824559564147,15.8714532586508,37.7613026464877
"Afr_penguin",3,"Marcus.Island",2012,"census","fit",12.4448311446052,9.2252388087049,16.4216396182704,7.73825591524055,18.3654243535258
"Afr_penguin",3,"Marcus.Island",2013,"census","fit",20.3147225491691,14.7126991274344,26.4707339151432,12.5061008642853,29.8607807402711
"Afr_penguin",3,"Marcus.Island",2014,"census","fit",9.77856806064883,7.18872900951418,12.7163330798989,6.04834647535719,14.4049038141894
"Afr_penguin",3,"Marcus.Island",2015,"census","fit",10.4350540321056,7.65996026500767,13.6630038021551,6.4598674225417,15.3063992926851
"Afr_penguin",3,"Marcus.Island",2016,"census","fit",17.574679812101,12.5757421082275,22.8121621480165,10.7444407011681,25.6031623943327
"Afr_penguin",3,"Marcus.Island",2017,"census","fit",8.3431618763683,3.33336230821605,15.7906914184442,3.00483038715284,16.6388323405932
"Afr_penguin",3,"Marcus.Island",2018,"census","fit",3.99628359648055,2.88233547959051,5.32313340077665,2.44255123453582,5.92533406696145
"Afr_penguin",3,"Marcus.Island",2019,"census","fit",1.92787636275467,0.646212716683932,4.24880837609614,0.524966094900532,4.41155835606093
