"pop.change","r.All.yrs","r.1GL","r.2GL"
-82.5772904017156,-0.0536399503238272,-0.0948164269554344,-0.0796672617442926
-82.4240100112625,-0.0983985544105952,-0.0940836438061137,-0.102238190688631
-74.4240171777859,-0.0296029124016801,-0.0619575754490107,-0.0423350170066303
-77.613319243607,-0.052759411407731,-0.0488600513794291,-0.0670001344688087
-78.8073673408477,-0.0799102762878494,-0.0938916084915817,-0.0843714105683659
-78.9562981712063,-0.0653012397477468,-0.0759492715475778,-0.0700032248594935
-77.7793508098063,-0.0972839030544446,-0.104214478827031,-0.10642392711248
-80.5211419920474,-0.0693880525456461,-0.0735475132533301,-0.0812190555082433
-75.49109105277,-0.0522450039909366,-0.0675085432739291,-0.0797274139482749
-79.6007641188663,-0.0591680025375645,-0.0769792346911728,-0.0826113682939136
-75.8208359926942,-0.0858222039540664,-0.0840355919177167,-0.0896305604671221
-84.1997292999079,-0.0556930468752324,-0.0749334663460397,-0.0765299936232982
-82.5510436358689,-0.0575673626217981,-0.0905705575080349,-0.0820052796765749
-74.2455766255028,-0.0492439878892892,-0.0836493538547316,-0.0778309472471364
-74.8765057623231,-0.064900150242865,-0.0613745744879184,-0.0613745744879184
-79.2758903073507,-0.0463385484856005,-0.110092447254886,-0.110092447254886
-72.8935487147496,-0.0903845098000673,-0.102218948843602,-0.0923817503768412
-77.1621147826687,-0.0617562961884222,-0.0788165761005413,-0.115752982402547
-73.8245064071015,-0.077964835705183,-0.105867901192028,-0.105867901192028
-72.8304197585922,-0.0712219470455739,-0.0563160186822822,-0.080471697715482
-76.7381403192267,-0.0590168872815351,-0.0984998066618612,-0.0976550058329622
-79.5310512939459,-0.0536933071771362,-0.0976556519064165,-0.0601237633298712
-79.8561360472713,-0.0895827561142166,-0.0933034449612062,-0.0976651680058289
-76.1788230046238,-0.0391105696162786,-0.0544699787245548,-0.0544699787245548
-77.0596737453091,-0.0500671510155968,-0.0748619584714163,-0.0748619584714163
-80.716402985021,-0.0743916383570333,-0.0745115859312557,-0.0745115859312557
-71.0517511146358,-0.0477823505592685,-0.083854860568465,-0.105887702570491
-78.2210908539541,-0.0821877890882465,-0.0660994319229982,-0.102563155304371
-79.7804737783805,-0.065255150059345,-0.0789596685818728,-0.0678198755011863
-82.7550730618875,-0.0854546992907537,-0.083907024087325,-0.101795863608327
-79.2277701710399,-0.0525032114604453,-0.0730902702389189,-0.0797419910753288
-74.5821958286773,-0.0911115189040128,-0.0941737789654775,-0.112571888133008
-78.4432677668107,-0.0849399104300428,-0.115634337325685,-0.0914444571352586
-81.7124929416624,-0.0742542681515541,-0.111901889529062,-0.0863734152764444
-81.3874985821802,-0.0586905840591285,-0.105021802908096,-0.0745021030348978
-76.8305492617802,-0.0777307597027672,-0.0773405959038387,-0.0857202429638839
-79.9127509603147,-0.0920092092211799,-0.143821957347797,-0.123042660347503
-80.0140595266701,-0.0431395059923236,-0.0958896176636443,-0.0799961529896196
-77.5401481443927,-0.0721478100583965,-0.0884078962544823,-0.0884078962544823
-79.6653791532382,-0.0511480049196376,-0.0663214298908557,-0.0789067639269803
-78.9710061358513,-0.0430586158416126,-0.0899992034421455,-0.101533868181921
-81.6866519839764,-0.0947099421716722,-0.115179235770307,-0.121433593812423
