"assessment","scenario","name","yr","Type","estimation","mu","lci","uci","lpp","upp"
"Afr_penguin",7,"Robben.Island",2014,"census","fit",1056.8731618311,769.525888268477,1385.70442885132,675.558049228586,1558.54757284855
"Afr_penguin",7,"Robben.Island",2015,"census","fit",1213.22886034396,888.7979303169,1587.35035100946,762.821312416454,1796.27043597512
"Afr_penguin",7,"Robben.Island",2016,"census","fit",1347.50095387965,984.517492641813,1745.37807303339,843.496188271128,1966.91995858185
"Afr_penguin",7,"Robben.Island",2017,"census","fit",1424.63242581385,1051.98059354828,1877.20526945234,883.553047381999,2094.3808304494
"Afr_penguin",7,"Robben.Island",2018,"census","fit",1375.72604600879,1023.15208473004,1815.66488682142,833.077270596661,2022.02264927238
"Afr_penguin",7,"Robben.Island",2019,"census","fit",1197.31329458293,872.429318014273,1573.13017273587,724.995221710438,1761.5301340033
"Afr_penguin",7,"Robben.Island",2020,"census","fit",1098.18473862789,462.007532850664,2131.63824964337,382.221575135574,2177.12988402042
"Afr_penguin",7,"Robben.Island",2021,"census","fit",1011.43065899259,735.506944441433,1317.48009890977,615.323008082417,1485.01140482425
"Afr_penguin",7,"Robben.Island",2022,"census","fit",986.886656731392,727.851037511716,1285.90537466823,614.31516698327,1449.8612071536
"Afr_penguin",7,"Robben.Island",2023,"census","fit",930.152685297343,680.952997274179,1239.61501753037,570.218454817925,1378.95256443243
"Afr_penguin",7,"Robben.Island",2024,"census","prj",911.952464800128,642.058354725529,1250.90481226793,611.446545052094,1267.0506634375
"Afr_penguin",7,"Robben.Island",2025,"census","prj",893.975923808951,589.231700885418,1248.270001383,599.061847044496,1291.92877636953
"Afr_penguin",7,"Robben.Island",2026,"census","prj",875.806648975365,554.784712117685,1265.14231260116,539.634406269923,1281.19028440679
"Afr_penguin",7,"Robben.Island",2027,"census","prj",858.738697105796,514.923269745227,1279.49962548701,520.956477854051,1313.2620689905
"Afr_penguin",7,"Robben.Island",2028,"census","prj",840.581025489529,486.970246188741,1305.2402202596,464.470985768641,1305.00725628069
"Afr_penguin",7,"Robben.Island",2029,"census","prj",824.172347111382,456.523202435493,1329.03587833647,440.754886508797,1342.84023939606
"Afr_penguin",7,"Robben.Island",2030,"census","prj",807.362555155031,427.967762061454,1356.58719777027,403.028581274763,1352.6319993594
"Afr_penguin",7,"Robben.Island",2031,"census","prj",790.861948446997,398.750735461514,1385.42029463556,375.972805379016,1375.08904908994
"Afr_penguin",7,"Simonstown",2000,"census","fit",954.536353396374,712.225785032621,1258.15421555837,594.481343251893,1404.34611900461
"Afr_penguin",7,"Simonstown",2001,"census","fit",1047.47795700866,782.891805662321,1374.99398865657,651.637219357939,1542.27951585445
"Afr_penguin",7,"Simonstown",2002,"census","fit",1075.97904444014,781.347097412197,1400.21840173282,652.183846846352,1564.1290401822
"Afr_penguin",7,"Simonstown",2003,"census","fit",1046.9125451109,758.210477222404,1357.76511287407,627.335794166139,1518.51326889499
"Afr_penguin",7,"Simonstown",2004,"census","fit",1181.59638536222,867.895668822893,1538.09049571707,730.052790425427,1726.0205545255
"Afr_penguin",7,"Simonstown",2005,"census","fit",1207.09708173111,891.266604273812,1578.50412134832,745.416810135607,1767.57357591364
"Afr_penguin",7,"Simonstown",2006,"census","fit",1062.85156675566,774.918212425472,1384.03088599473,667.798880074925,1559.24482444888
"Afr_penguin",7,"Simonstown",2007,"census","fit",847.319333931059,630.780298624681,1112.6129370567,535.264478698672,1241.33794367899
"Afr_penguin",7,"Simonstown",2008,"census","fit",889.069878540442,655.371238154265,1170.86801354236,567.559689350104,1324.16432628927
"Afr_penguin",7,"Simonstown",2009,"census","fit",734.961613055623,543.141546229963,953.874780833639,458.774497336743,1068.93064030519
"Afr_penguin",7,"Simonstown",2010,"census","fit",894.668366406253,657.29938827389,1176.75908816925,548.396791398118,1310.45346868289
"Afr_penguin",7,"Simonstown",2011,"census","fit",689.413257437489,514.121610062806,911.519381964899,432.47825757178,1021.14627690441
"Afr_penguin",7,"Simonstown",2012,"census","fit",796.17515477638,583.967626954824,1036.04570958836,493.901478082285,1174.10923057622
"Afr_penguin",7,"Simonstown",2013,"census","fit",594.164642127158,434.662636919545,777.657565048363,360.063140964866,860.51009112629
"Afr_penguin",7,"Simonstown",2014,"census","fit",923.035625424923,679.79954354378,1209.4101630851,575.629449762869,1353.92734087071
"Afr_penguin",7,"Simonstown",2015,"census","fit",966.867961615257,708.549641124958,1271.95935214871,617.584068215063,1445.34085118052
"Afr_penguin",7,"Simonstown",2016,"census","fit",873.977591218248,644.7908886537,1130.41065542415,551.904845340558,1301.57850355102
"Afr_penguin",7,"Simonstown",2017,"census","fit",870.174296487581,629.056668214951,1127.78971884026,534.119806448755,1269.04463873151
"Afr_penguin",7,"Simonstown",2018,"census","fit",1061.91357018247,782.284025767291,1388.17937543882,664.007306620992,1569.63792398194
"Afr_penguin",7,"Simonstown",2019,"census","fit",955.928024325616,703.562209671417,1250.40381269894,590.176743809122,1402.17824483171
"Afr_penguin",7,"Simonstown",2020,"census","fit",1105.08886985472,801.018042882845,1440.39261303536,684.345515943291,1622.78469386808
"Afr_penguin",7,"Simonstown",2021,"census","fit",980.3124568827,718.785149509878,1289.44694230502,599.850258744823,1434.60510215789
"Afr_penguin",7,"Simonstown",2022,"census","fit",896.974803569362,653.26927963507,1173.78208166207,554.802881096281,1315.53191392808
"Afr_penguin",7,"Simonstown",2023,"census","fit",848.051685097786,608.294368679401,1114.39994445106,523.718745869643,1254.37578357977
"Afr_penguin",7,"Simonstown",2024,"census","prj",840.433619150957,579.565967378481,1137.8749035453,574.105261185277,1168.32744549565
"Afr_penguin",7,"Simonstown",2025,"census","prj",832.62405778643,567.339867448243,1183.68952645265,536.900757315928,1187.39134661005
"Afr_penguin",7,"Simonstown",2026,"census","prj",825.304797180709,532.008644295249,1207.93959809239,507.669250977106,1210.73813619751
"Afr_penguin",7,"Simonstown",2027,"census","prj",817.006686367577,498.202661193569,1235.29728582755,492.961572000636,1265.43282839063
"Afr_penguin",7,"Simonstown",2028,"census","prj",809.703818934907,457.952832185157,1256.57863880319,458.074474067139,1288.33588467565
"Afr_penguin",7,"Simonstown",2029,"census","prj",802.644479042714,427.13657556368,1289.54754907469,408.788091373613,1293.31042551847
"Afr_penguin",7,"Simonstown",2030,"census","prj",795.031450791361,409.114879174911,1333.65359428193,391.696579768997,1337.81747239156
"Afr_penguin",7,"Simonstown",2031,"census","prj",787.689766208617,379.340198154194,1365.78013008485,346.644780512542,1361.85466166819
"Afr_penguin",7,"Seal.Island.False.Bay",2000,"census","fit",86.5716431280852,28.5966479799604,189.94252469076,23.3405913305057,194.863058400455
"Afr_penguin",7,"Seal.Island.False.Bay",2001,"census","fit",85.2964603405173,16.6521617444682,215.989638296087,16.3882355533988,224.620899646748
"Afr_penguin",7,"Seal.Island.False.Bay",2002,"census","fit",85.0777342005748,20.8608429199058,217.23538236472,15.4583716422874,225.377561075986
"Afr_penguin",7,"Seal.Island.False.Bay",2003,"census","fit",84.1531790790792,23.816348792644,183.46677533537,22.5683130379364,194.397180327781
"Afr_penguin",7,"Seal.Island.False.Bay",2004,"census","fit",83.2606147220569,61.5750782963158,109.889336488538,50.8981959944633,123.110129299429
"Afr_penguin",7,"Seal.Island.False.Bay",2005,"census","fit",73.9993216599752,54.242925263252,97.2627216835507,46.1913136154321,109.812549058831
"Afr_penguin",7,"Seal.Island.False.Bay",2006,"census","fit",51.6566055023517,37.3303800963795,67.4361995825631,32.8938258202811,77.4079762893261
"Afr_penguin",7,"Seal.Island.False.Bay",2007,"census","fit",77.9292214895254,57.0760159002066,100.564681474892,48.8074633041482,113.92219055693
"Afr_penguin",7,"Seal.Island.False.Bay",2008,"census","fit",60.6289459937159,43.1849733326869,79.2276918354142,37.4284545212799,88.8316014575056
"Afr_penguin",7,"Seal.Island.False.Bay",2009,"census","fit",51.9177809816882,16.2892684381058,113.577320569645,13.9262539916703,116.810807745957
"Afr_penguin",7,"Seal.Island.False.Bay",2010,"census","fit",45.0319561487999,11.604583765789,105.358096016545,10.1616420014731,108.570537901489
"Afr_penguin",7,"Seal.Island.False.Bay",2011,"census","fit",38.6403218638779,10.7293530623052,82.4571296791154,11.2035296768156,87.4116080458923
"Afr_penguin",7,"Seal.Island.False.Bay",2012,"census","fit",32.773062320142,23.9076174280799,43.2849382956918,19.3786422214046,47.6295812114238
"Afr_penguin",7,"Seal.Island.False.Bay",2013,"census","fit",50.2447131116331,37.2029854833026,66.4043414913456,31.3329632793905,74.6728503365385
"Afr_penguin",7,"Seal.Island.False.Bay",2014,"census","fit",55.8001824006691,40.8421696801523,72.9332474767377,34.2103770705948,82.2523760328526
"Afr_penguin",7,"Seal.Island.False.Bay",2015,"census","fit",43.6971627856162,32.0087686733824,57.4191438605111,26.9544183552334,64.963777573895
"Afr_penguin",7,"Seal.Island.False.Bay",2016,"census","fit",41.3844527009807,30.030905578611,54.7997860661319,25.8216631313806,61.575742523664
"Afr_penguin",7,"Seal.Island.False.Bay",2017,"census","fit",42.605183245445,14.0906925261133,88.0410274515699,12.2543341791612,90.8669320367501
"Afr_penguin",7,"Seal.Island.False.Bay",2018,"census","fit",42.6343337267301,15.3714080497888,88.9015397495808,13.6397417555627,91.1389660411979
"Afr_penguin",7,"Seal.Island.False.Bay",2019,"census","fit",43.7646637566277,30.9889991747031,57.8126009609741,26.6196089588691,64.9607117117519
"Afr_penguin",7,"Seal.Island.False.Bay",2020,"census","fit",42.5547192454027,8.53593653501596,107.04951841319,8.02203140153518,110.469555399828
"Afr_penguin",7,"Seal.Island.False.Bay",2021,"census","fit",40.7479298853043,3.31110623023638,147.431276823455,3.18544263445752,151.541802239321
"Afr_penguin",7,"Seal.Island.False.Bay",2022,"census","fit",39.8051556478583,0.663335565760197,194.486425593514,1.09784481833591,198.941746459752
"Afr_penguin",7,"Seal.Island.False.Bay",2023,"census","fit",38.4274022374245,0.481959872644147,256.073610344309,0.378777008428896,259.778189982138
"Afr_penguin",7,"Seal.Island.False.Bay",2024,"census","prj",36.8140168663443,0.295501884719077,298.830200661762,0.188344614929031,297.020504145195
"Afr_penguin",7,"Seal.Island.False.Bay",2025,"census","prj",35.383114557756,0.140830985218995,348.281396746417,0.114846300643914,351.915857818285
"Afr_penguin",7,"Seal.Island.False.Bay",2026,"census","prj",33.8735182936125,0.0843655752798496,408.059519935492,0.0820365664584933,404.90157044992
"Afr_penguin",7,"Seal.Island.False.Bay",2027,"census","prj",32.392584109833,0.0505396612913844,479.325513962144,0.041718984289451,487.091311093047
"Afr_penguin",7,"Seal.Island.False.Bay",2028,"census","prj",30.9883643044534,0.0302760617108947,561.433325295328,0.0286215824921433,564.647543136217
"Afr_penguin",7,"Seal.Island.False.Bay",2029,"census","prj",29.875300660245,0.0181370410742773,658.766190757885,0.0178529788669892,655.614732600703
"Afr_penguin",7,"Seal.Island.False.Bay",2030,"census","prj",28.7030555392973,0.0108650940822878,769.550802285606,0.0113355757417377,776.328669943237
"Afr_penguin",7,"Seal.Island.False.Bay",2031,"census","prj",27.5426370984368,0.00650879429194158,887.366651713433,0.00663496158599042,882.982161540958
"Afr_penguin",7,"Stony.Point",2000,"census","fit",103.831480463813,75.1552368527579,134.895382236007,64.146247430954,152.769398502336
"Afr_penguin",7,"Stony.Point",2001,"census","fit",111.253530825154,81.227989713987,147.044679102402,68.6821347079043,163.253906932936
"Afr_penguin",7,"Stony.Point",2002,"census","fit",116.623488675042,48.3245322113771,222.150958000249,43.4419480356024,233.958547139639
"Afr_penguin",7,"Stony.Point",2003,"census","fit",120.671466931078,87.3887949797603,158.671469596442,73.5843331353327,177.39584739459
"Afr_penguin",7,"Stony.Point",2004,"census","fit",104.755372418005,76.5849306657329,136.747886917624,65.2544136109124,154.915780539166
"Afr_penguin",7,"Stony.Point",2005,"census","fit",182.253068224505,132.205427241571,236.368105103179,111.521048531423,267.787903480859
"Afr_penguin",7,"Stony.Point",2006,"census","fit",255.559798789588,191.15189552268,337.800813152833,162.114408399092,380.685418600588
"Afr_penguin",7,"Stony.Point",2007,"census","fit",263.776925812517,190.717606705608,342.529369760176,166.251060139075,389.529028713397
"Afr_penguin",7,"Stony.Point",2008,"census","fit",316.879519159575,231.909517544506,415.090085189967,199.766735134043,470.870229942799
"Afr_penguin",7,"Stony.Point",2009,"census","fit",472.211302915576,348.413954730762,622.619210156378,301.180139584352,703.25224011792
"Afr_penguin",7,"Stony.Point",2010,"census","fit",499.987220048531,365.519501076124,649.917247852763,313.868829992679,735.220528489367
"Afr_penguin",7,"Stony.Point",2011,"census","fit",1110.09268537896,817.74851711191,1450.11045224172,702.647982491852,1650.27265633329
"Afr_penguin",7,"Stony.Point",2012,"census","fit",1781.84586500782,1308.04599608025,2327.34654701407,1113.72329382291,2628.15841625749
"Afr_penguin",7,"Stony.Point",2013,"census","fit",2012.1192932484,1456.82145449464,2608.59733946306,1267.39618301893,2970.08880801834
"Afr_penguin",7,"Stony.Point",2014,"census","fit",2075.04698624879,1520.80773629718,2695.02099763934,1272.42048852534,3027.56520159785
"Afr_penguin",7,"Stony.Point",2015,"census","fit",2477.76189193051,1815.50855561699,3242.2619848702,1487.0969724516,3618.40210293439
"Afr_penguin",7,"Stony.Point",2016,"census","fit",2340.48731672122,1704.82674903895,3054.16448400376,1492.31946636001,3487.11507901437
"Afr_penguin",7,"Stony.Point",2017,"census","fit",1797.88488310724,1344.66788513603,2400.25272820224,1128.72892723645,2661.9468558514
"Afr_penguin",7,"Stony.Point",2018,"census","fit",1597.55022016118,1183.63626456,2100.46275117688,1012.08827743795,2380.49164812831
"Afr_penguin",7,"Stony.Point",2019,"census","fit",1696.56320159026,1241.98237862088,2213.1125206234,1074.04041248198,2506.30922939485
"Afr_penguin",7,"Stony.Point",2020,"census","fit",1756.27826444894,1292.96536020871,2304.02847500351,1088.33869621979,2570.53478527162
"Afr_penguin",7,"Stony.Point",2021,"census","fit",1625.0545827693,1172.03244165434,2107.3115338412,1007.2422825082,2386.70938421364
"Afr_penguin",7,"Stony.Point",2022,"census","fit",1537.29971843794,1144.14963405986,2021.08367107629,992.034602934305,2301.3486165656
"Afr_penguin",7,"Stony.Point",2023,"census","fit",1240.92882246306,901.593424749246,1638.91881563935,761.018170143783,1836.65739599794
"Afr_penguin",7,"Stony.Point",2024,"census","prj",1191.32221017632,825.461553612854,1615.82000387644,816.971659605036,1665.50722599096
"Afr_penguin",7,"Stony.Point",2025,"census","prj",1142.23500116053,754.257142529929,1596.91847821104,735.503587866685,1628.08533230803
"Afr_penguin",7,"Stony.Point",2026,"census","prj",1096.16504733343,691.705947203119,1589.97915530238,686.090405449562,1626.48490544746
"Afr_penguin",7,"Stony.Point",2027,"census","prj",1053.23135327547,624.289599533682,1570.71912094063,597.634324129334,1586.03791111207
"Afr_penguin",7,"Stony.Point",2028,"census","prj",1010.71243350606,570.345345872088,1571.27178502444,562.06631397628,1594.09188848589
"Afr_penguin",7,"Stony.Point",2029,"census","prj",970.036244840964,503.449370613943,1552.84003542487,516.279044668606,1594.59986151624
"Afr_penguin",7,"Stony.Point",2030,"census","prj",931.440945781641,454.117882054841,1539.41548222639,473.591884899138,1576.93724297339
"Afr_penguin",7,"Stony.Point",2031,"census","prj",893.077494108097,416.459658861405,1542.15434533515,402.254041578358,1552.04970137885
"Afr_penguin",7,"Dyer.Island",2000,"census","fit",2219.93020490978,1611.76272660471,2897.48131039534,1342.61167857309,3218.45633346379
"Afr_penguin",7,"Dyer.Island",2001,"census","fit",2100.12607678315,1545.76120372187,2749.52746750229,1272.45440862645,3058.25605410926
"Afr_penguin",7,"Dyer.Island",2002,"census","fit",2121.73205349637,1566.78099408984,2768.56301793856,1344.12961691865,3146.6888462989
"Afr_penguin",7,"Dyer.Island",2003,"census","fit",1965.49868980712,1467.34182102495,2596.71322482358,1189.56669840961,2878.89085478685
"Afr_penguin",7,"Dyer.Island",2004,"census","fit",2181.08351259368,1579.68718020412,2846.68829506964,1338.56075692388,3216.96285759479
"Afr_penguin",7,"Dyer.Island",2005,"census","fit",2067.14853320064,1510.84913423892,2723.10726074745,1284.56095507433,3015.82000086867
"Afr_penguin",7,"Dyer.Island",2006,"census","fit",2009.80231232257,1482.57122359642,2635.41967000971,1237.92993480447,2933.81033781953
"Afr_penguin",7,"Dyer.Island",2007,"census","fit",1556.75991081966,1150.07120564768,2051.71533425226,943.577378390737,2291.51159640479
"Afr_penguin",7,"Dyer.Island",2008,"census","fit",1577.94884311103,1159.14631922872,2063.82589695561,1010.32215682197,2372.64500334522
"Afr_penguin",7,"Dyer.Island",2009,"census","fit",1299.54157864718,951.021035882017,1697.69418476712,788.377145505672,1917.85570276444
"Afr_penguin",7,"Dyer.Island",2010,"census","fit",1401.45543462572,1031.83360147731,1824.4808905674,846.50585926735,2032.88741596448
"Afr_penguin",7,"Dyer.Island",2011,"census","fit",1027.39698658715,749.171383106247,1339.96465505736,633.052632195256,1510.40955578022
"Afr_penguin",7,"Dyer.Island",2012,"census","fit",1271.40569688589,944.330913065136,1662.27687875331,812.101259686376,1882.62905390208
"Afr_penguin",7,"Dyer.Island",2013,"census","fit",1242.76423724148,905.635743670212,1615.63647323037,791.281031185361,1842.4617887428
"Afr_penguin",7,"Dyer.Island",2014,"census","fit",1160.72566812627,839.518465677826,1515.48870799406,711.14542338673,1704.33904338366
"Afr_penguin",7,"Dyer.Island",2015,"census","fit",1167.79727890942,844.954478404754,1524.12476543817,713.970728368146,1709.94522084323
"Afr_penguin",7,"Dyer.Island",2016,"census","fit",1319.20611532107,968.995226304012,1720.06093593053,802.856473522298,1930.04866956971
"Afr_penguin",7,"Dyer.Island",2017,"census","fit",984.790261530335,719.85963075161,1286.50882532063,617.576318349337,1458.71598811657
"Afr_penguin",7,"Dyer.Island",2018,"census","fit",1067.01808900334,777.182876552413,1386.96558599079,640.484001216544,1558.38085378961
"Afr_penguin",7,"Dyer.Island",2019,"census","fit",1064.53944257591,774.640261921323,1393.95160143974,655.666038867707,1577.02143891341
"Afr_penguin",7,"Dyer.Island",2020,"census","fit",1018.65857989125,751.914733190064,1339.34791277223,633.156406698505,1515.82346346632
"Afr_penguin",7,"Dyer.Island",2021,"census","fit",1058.07834831304,775.262710999297,1373.76309133967,652.741014746397,1546.37335970891
"Afr_penguin",7,"Dyer.Island",2022,"census","fit",997.823514604779,735.964177945931,1309.73505614764,602.932376796872,1477.92847258571
