"pop.change","r.All.yrs","r.1GL","r.2GL"
-87.4672061673227,-0.0638290209855068,-0.0790039153556217,-0.0641971089221398
-86.4545725405592,-0.0909555735266405,-0.10007210553799,-0.0942709177552157
-86.7590806855909,-0.104698452770844,-0.0895960498303543,-0.115075263565037
-89.0047122406297,-0.0770757410194207,-0.0966245580324232,-0.0745567633772595
-85.1203825406421,-0.0422483095409376,-0.0404857766318614,-0.0462918636220584
-87.5263997586595,-0.0781284979707078,-0.109099379729841,-0.0977911571309233
-85.9896404046668,-0.0549905538148394,-0.0566672164378188,-0.0524339364060715
-85.2526141177293,-0.0685967555195095,-0.0911889028215889,-0.0691491034843565
-87.5262917474409,-0.0895082428739062,-0.0878169287588717,-0.0964326845589927
-87.8369531274474,-0.0676523554726707,-0.0689766283429281,-0.0705455590344997
-87.8232617774079,-0.0723876136357333,-0.0741343880082184,-0.0741343880082184
-87.8768283389203,-0.0393122717439347,-0.0634942878359457,-0.0451828257066609
-88.00650067517,-0.0822021054746234,-0.105281209306292,-0.0902662360104074
-87.9924147367519,-0.106542942369309,-0.0938887931446022,-0.115460674698846
-88.0764250253555,-0.0849804086467518,-0.0986359130416066,-0.0891778927066884
-85.7527203442538,-0.0925804836906305,-0.114438959648506,-0.0956706781939411
-87.3240166709202,-0.0551465192403402,-0.0530267410645706,-0.0555078081355385
-89.9752807321929,-0.054454018338097,-0.153435978469307,-0.0593675968510343
-88.2027679136591,-0.080769964798364,-0.0898746156635966,-0.0793576223251078
-86.9233801984956,-0.0782480339548695,-0.062801498975662,-0.0747647788781496
-90.0131720266449,-0.110548230976734,-0.120574133055301,-0.120193370528757
-83.7236582029902,-0.105188910473725,-0.110997045739744,-0.103711176766248
-85.8081246354226,-0.0897412689781962,-0.13775490017558,-0.131416499084851
-88.9914626305991,-0.0769262138594531,-0.115673026147964,-0.109676197233433
-86.5676117265305,-0.0871940347914801,-0.0893604486458761,-0.0825441593104461
-85.3265517422892,-0.0555046355540618,-0.04803519365454,-0.04803519365454
-82.4385359513945,-0.0576215180084692,-0.0858233826954304,-0.0705328629137991
-88.3496572392472,-0.084316129766183,-0.0825959820332267,-0.0825959820332267
-87.8479447434631,-0.0911190171117724,-0.112036326612234,-0.0935516297713415
-88.5748654458925,-0.0702518357811943,-0.0866826810726202,-0.0806985395383109
-89.1065234838219,-0.0639267151342739,-0.0742734970213768,-0.0592700858465642
-88.6696472879391,-0.142942509834278,-0.13404101386719,-0.131286763047965
-87.3528620745077,-0.0464663228554283,-0.0813440448616607,-0.0593824472439319
-88.1003777666415,-0.0807199290188336,-0.0943913945023755,-0.112143893251947
-89.38897761299,-0.0896944712125123,-0.0739961990279303,-0.0908673816569481
-85.7498028197937,-0.035365507959094,-0.0357422671669987,-0.0357422671669987
-84.8732339528299,-0.0529005246304486,-0.066370471687212,-0.0454745944885264
-87.997440108768,-0.0673267503933239,-0.0640232128297891,-0.0688561167271127
-89.6725827404475,-0.0465934622285502,-0.102624072583284,-0.0865454609477441
-86.9018475328607,-0.0788508773678434,-0.0540780146795088,-0.0782708876820273
-87.859300119931,-0.0792160172676351,-0.0851768128158632,-0.0792490494494311
-91.2472413944916,-0.090473840793992,-0.0770997565145501,-0.0935639862135655
-80.975544451618,-0.073958715226631,-0.0619185340380701,-0.0835660150676434
-88.1101197103786,-0.0790923802575758,-0.0744822609434772,-0.0849349488442153
-89.1432062511812,-0.0569693813529355,-0.0594833947263451,-0.0620905974384778
-86.7261324545268,-0.0651189480926142,-0.0684746971881793,-0.0698982512261273
-87.2471270525757,-0.0832660558848506,-0.103487650461703,-0.0879767825861233
-87.5176040162425,-0.0622149518765198,-0.0775282008188647,-0.0677171800829202
-84.3581449818722,-0.0653128002134817,-0.0740902740524172,-0.0748666240676554
-85.567007131213,-0.0698395183980463,-0.04182257401634,-0.0795211843587653
-88.0301366531081,-0.0700268664862396,-0.102864037698899,-0.0763213375565952
-85.0581230328665,-0.0797916935868201,-0.0727378646343961,-0.0933125773602326
-87.9202600982468,-0.0962269168441541,-0.0904530098285647,-0.106455799340616
-85.2296922282326,-0.0449227946233162,-0.0413680122120796,-0.0436862671958389
-86.3319863849999,-0.0798007044976519,-0.0883623473653827,-0.0798898142564113
-88.3209209968529,-0.0816881134713121,-0.0789720970343684,-0.0878175733610735
-85.7538656408837,-0.0738109928041695,-0.0955938471044941,-0.0754169501051063
-86.1285343666439,-0.0736822968265063,-0.080830038791496,-0.0828595327178618
-87.3894283041617,-0.111369084719518,-0.100774507809404,-0.100774507809404
-88.5242375481469,-0.0755059268196945,-0.0811081845826518,-0.0811081845826518
-90.3323761239424,-0.0718738550377047,-0.0850117594880224,-0.0816382324899294
-86.2089801768677,-0.0955544277751308,-0.110865601995776,-0.0929896195240154
-88.0835202340969,-0.0713651669309048,-0.0804683657353342,-0.0713963135338469
-87.1289057159831,-0.0407222738754989,-0.0395085511703632,-0.0590838202863155
-86.2742549109634,-0.0915725765411004,-0.102675256000865,-0.0978549898605028
-83.3736397055784,-0.0830908557421157,-0.0790871154361117,-0.0903255466744959
-90.1568615453407,-0.0855558252893847,-0.0847766709858906,-0.0895917887580007
-88.7952423454953,-0.109065168051192,-0.118038688274168,-0.105413519175397
-87.3749229387044,-0.0591715583188392,-0.0542781171819531,-0.0624999515876317
-91.2074977955534,-0.0703739223022524,-0.070506903635275,-0.070506903635275
-86.9148697025939,-0.0797206939729165,-0.0809858061881581,-0.0809858061881581
-85.7149221665437,-0.0724253550672707,-0.0748350992967612,-0.0723958524071682
-86.0398332518076,-0.0659968744748483,-0.0576297274899211,-0.0916205802751975
-87.4436419177303,-0.04799638007505,-0.0570153512116054,-0.0564944857566143
-88.6433508735833,-0.0433734192847357,-0.0881827536995008,-0.0874010759050821
-86.7742988033991,-0.0769084680948691,-0.098664111959236,-0.0972407283152599
-89.3369573186397,-0.0623557477435366,-0.0745613343002836,-0.0724046456641894
-86.2227709944655,-0.0939489523440091,-0.0884156011158375,-0.0912849668546167
-89.5453109609015,-0.0867399341451787,-0.0905565121174803,-0.0731500443614479
-84.0455106979761,-0.058135068648701,-0.0610443041217312,-0.0610443041217312
-88.2340333326144,-0.114071137174268,-0.100599480280192,-0.100599480280192
-87.4098622564986,-0.0810678754118648,-0.0931306170599546,-0.0931306170599546
-88.0184695968127,-0.077262942536418,-0.0746940137783438,-0.0815577566543304
-87.8055044336908,-0.0446381682342878,-0.0738974002269268,-0.050450803090107
-88.7432545997271,-0.0549442117397554,-0.116401672873055,-0.0675288464341222
-85.0636870138919,-0.0743228830915879,-0.0914961297339421,-0.0853699701875863
-87.8114480456618,-0.0680166788116523,-0.0540752843163261,-0.0655702201112041
-87.87458998278,-0.0736328754416107,-0.0714281669433481,-0.0811365407706024
-85.9811028283686,-0.0701815169652189,-0.0727563753125686,-0.0784610297253856
-89.0903636303047,-0.0808631500714725,-0.078743994056425,-0.0905055899938674
-89.2781922906958,-0.0807630197509397,-0.0687499495700941,-0.0856890676677784
