"assessment","scenario","name","yr","Type","estimation","mu","lci","uci","lpp","upp"
"Afr_penguin",10,"global",2003,"census","fit",48188.8226564187,41254.0242997513,55015.8650098927,NA,NA
"Afr_penguin",10,"global",2004,"census","fit",54283.8269773947,46707.028963822,62599.7016911292,NA,NA
"Afr_penguin",10,"global",2005,"census","fit",47020.6291188851,40288.2603408794,54134.1013340247,NA,NA
"Afr_penguin",10,"global",2006,"census","fit",38290.0538305803,33069.9556145766,43111.3678700696,NA,NA
"Afr_penguin",10,"global",2007,"census","fit",30850.3804742962,26885.0751523243,34909.6084702299,NA,NA
"Afr_penguin",10,"global",2008,"census","fit",29272.4767804285,26072.2473203463,32780.8903548019,NA,NA
"Afr_penguin",10,"global",2009,"census","fit",25810.46027747,22871.6389292867,28675.8557713499,NA,NA
"Afr_penguin",10,"global",2010,"census","fit",26652.4949142448,20930.2008624004,33480.5814516551,NA,NA
"Afr_penguin",10,"global",2011,"census","fit",25553.1451536775,22701.7149388298,28745.052668014,NA,NA
"Afr_penguin",10,"global",2012,"census","fit",24192.2943875015,21689.7203699423,26929.9476714993,NA,NA
"Afr_penguin",10,"global",2013,"census","fit",24275.2900473274,21607.5742838997,27133.7471243803,NA,NA
"Afr_penguin",10,"global",2014,"census","fit",24525.7311078443,21773.4075429811,27511.5442379896,NA,NA
"Afr_penguin",10,"global",2015,"census","fit",24771.8288901004,22136.8681164209,27638.6803916235,NA,NA
"Afr_penguin",10,"global",2016,"census","fit",22851.4895854086,20312.6601386173,25393.120619025,NA,NA
"Afr_penguin",10,"global",2017,"census","fit",21666.2850359948,19412.1568851353,24001.8046505653,NA,NA
"Afr_penguin",10,"global",2018,"census","fit",20209.5481290586,17231.3328202625,23301.0969083608,NA,NA
"Afr_penguin",10,"global",2019,"census","fit",17363.2745736612,15632.9218044423,19056.1751637862,NA,NA
"Afr_penguin",10,"global",2020,"census","fit",14381.9525157363,12026.4513704933,17020.8109226795,NA,NA
"Afr_penguin",10,"global",2021,"census","fit",11970.0890162427,10762.4762178863,13155.5580914286,NA,NA
"Afr_penguin",10,"global",2022,"census","fit",11293.2968514708,10172.9212981313,12387.7985234355,NA,NA
"Afr_penguin",10,"global",2023,"census","fit",9842.62846477383,8810.69258705981,10941.2373501722,NA,NA
