"pop.change","r.All.yrs","r.1GL","r.2GL"
-87.2827465854565,-0.0946104076213672,-0.0877014205547129,-0.0877014205547129
-88.3448290736968,-0.102552061048392,-0.102504723765685,-0.10352782446273
-88.0745281863806,-0.100901027929264,-0.0962514269055363,-0.100901027929264
-84.5249646199832,-0.0559347618503638,-0.0628909713883239,-0.0559347618503638
-85.0319484051874,-0.0719294872252654,-0.0635597351649411,-0.0719294872252654
-88.3691439333017,-0.108067422401895,-0.114672644283907,-0.108067422401895
-91.0018364430864,-0.0755063647678744,-0.0906045339651262,-0.0755063647678744
-88.785689967979,-0.105720197466725,-0.0859657419875726,-0.086512282594601
-83.4991907387609,-0.0558385419157155,-0.0491488721946842,-0.0558385419157155
-86.2994869287341,-0.0933808526023032,-0.0775960213203701,-0.0933808526023032
-86.3998837874799,-0.0838406322324543,-0.0697655828179986,-0.0697655828179986
-88.8001759666221,-0.0351935940967332,-0.0810139141726296,-0.0516720336995169
-87.8074696004921,-0.0771080865984439,-0.100578993483091,-0.0771080865984439
-86.9517681760351,-0.065808192365358,-0.0500758490840187,-0.065808192365358
-88.1667811370863,-0.110583966332632,-0.0798702887512173,-0.085415442899639
-85.3718983559624,-0.0748749938458806,-0.0756703193474149,-0.0623276614368891
-88.3824547878729,-0.07590048710468,-0.0863794985405342,-0.07590048710468
-87.5663453872181,-0.0596921582966381,-0.045854216030631,-0.0596921582966381
-84.1320907949797,-0.0875461039633976,-0.0923572011350977,-0.0875461039633976
-86.9020689839093,-0.0835604076253302,-0.0696336435386327,-0.0835604076253302
-89.6602425410173,-0.0780212827015214,-0.0849545713203943,-0.0841911479029118
-88.4040436884594,-0.0754179597514382,-0.0754179597514382,-0.0754179597514382
-90.2318911318649,-0.0582952261678011,-0.0729669470358827,-0.0669661716929539
-87.6166924106523,-0.0834403785834263,-0.0924541756083235,-0.0834403785834263
-89.55534630961,-0.0734932597582292,-0.108007895063197,-0.0734932597582292
-87.2977917167162,-0.0773175102448622,-0.0970159459604094,-0.0615445051747647
-89.7981046312234,-0.0665526028627852,-0.0665526028627852,-0.0665526028627852
-88.7246522987215,-0.0980530804678637,-0.0682389126098455,-0.0980530804678637
-89.1068962018154,-0.0829420591192118,-0.084974579693303,-0.084974579693303
-86.589651797376,-0.080931810497205,-0.0713331659428365,-0.080931810497205
-88.1547809808304,-0.0744746917545385,-0.0654339156344683,-0.0744746917545385
-87.5441549378886,-0.0701715069213966,-0.0762098265871538,-0.0701715069213966
-87.5903380111372,-0.0689832173296914,-0.0719910121503702,-0.0689832173296914
-88.1748205842301,-0.0884827730958948,-0.0874863320848203,-0.0884827730958948
-87.0278237660086,-0.0942828583351965,-0.0761103825654974,-0.0872732022633169
-90.3297808967489,-0.062445470470502,-0.114327002804603,-0.0713246071314959
-90.0838341774377,-0.101589050974223,-0.0859028921814673,-0.101589050974223
-88.2282103091281,-0.107583765281118,-0.0900748753777751,-0.107583765281118
-85.062678992606,-0.0716073395117345,-0.0431434940807751,-0.0616544703536741
-88.8704978003973,-0.0662367822953982,-0.0565705630304967,-0.0565705630304967
-90.004480213205,-0.108399724204887,-0.0816040945968055,-0.108399724204887
-88.1792692451269,-0.0930732505625596,-0.118304797336715,-0.0930732505625596
-88.6794412986399,-0.0809865390043232,-0.0863002272463662,-0.0758869612410162
-88.7586953667476,-0.111168477160265,-0.0780865637352184,-0.111168477160265
-83.55707127057,-0.0701490767811261,-0.0648552652577603,-0.0648552652577603
-85.788462840853,-0.0794079013462223,-0.0794079013462223,-0.0794079013462223
-84.1298879236681,-0.0520087414760049,-0.0574618539943366,-0.0520087414760049
-85.7119797488081,-0.0744672109897904,-0.0791281018103493,-0.0744672109897904
-87.7114176658807,-0.0813068048593459,-0.0813068048593459,-0.0813068048593459
-87.2809181278221,-0.127696982738827,-0.0978550862454846,-0.101744595522753
-87.171670321599,-0.0632245445528614,-0.0805704060501462,-0.0632245445528614
-86.5021913021511,-0.082688046776922,-0.112906441381566,-0.082688046776922
-85.6389172767634,-0.0862228910684371,-0.0485026331936469,-0.0615603813754326
-85.0960065559132,-0.0672869174622184,-0.0841017634893308,-0.0672869174622184
-89.6261299203226,-0.110399201266159,-0.104136228845708,-0.110399201266159
-86.9172566975298,-0.0862044613546527,-0.0862044613546527,-0.0862044613546527
-87.2606350328027,-0.0939010578560229,-0.082389821577495,-0.082389821577495
-88.6430676204445,-0.0796679914917497,-0.0988434789349935,-0.0796679914917497
-88.4645562388111,-0.107088029686107,-0.0731641624804302,-0.107088029686107
-88.6603356061063,-0.0723173678587665,-0.0723173678587665,-0.0681861713167358
-87.8112473228007,-0.0975524845231206,-0.107475810490885,-0.0975524845231206
-85.938015423056,-0.061726550181179,-0.0541376190719882,-0.061726550181179
-88.2907296825716,-0.0940753853189467,-0.0901450460053796,-0.0824536493288273
