"assessment","scenario","name","year","obs","obs.err","hat","lci","uci","lpp","upp","residual","retro.peels"
"Afr_penguin","Global","Robben.Island",1996,3097,0.154998372813023,3049.4046154993,2253.93447128165,3994.05441848834,1927.95379162664,4486.68126742678,0.0154875374603307,0
"Afr_penguin","Global","Robben.Island",1997,3336,0.154998372813023,3333.5461926675,2480.83732244126,4390.88646588974,1977.30050137124,4776.87830888147,0.000735824409135333,0
"Afr_penguin","Global","Robben.Island",1998,3467,0.154998372813023,3512.87411468651,2569.73196006047,4544.66682250008,2218.62487944939,5216.78197408809,-0.0131448718045313,0
"Afr_penguin","Global","Robben.Island",1999,4399,0.154998372813023,4392.13172973963,3224.7067526522,5732.11942704092,2691.52750564421,6471.14448450842,0.00156254549902002,0
"Afr_penguin","Global","Robben.Island",2000,5407,0.154998372813023,5370.94898283046,3952.14461295676,7034.42275339885,3435.21306501113,7885.84585925435,0.00668979815683457,0
"Afr_penguin","Global","Robben.Island",2001,6427,0.154998372813023,6369.25682316381,4635.67284440402,8329.6832059296,3954.86172857135,9338.98843742963,0.0090250718744862,0
"Afr_penguin","Global","Robben.Island",2002,7099,0.154998372813023,6954.66659767612,4998.87804864567,9014.24698460165,4367.08066846079,10281.8373857457,0.0205410419011542,0
"Afr_penguin","Global","Robben.Island",2003,5968,0.154998372813023,6139.96961489199,4513.63254051946,7961.96615278645,3947.74085563478,9066.01822578546,-0.0284079305306868,0
"Afr_penguin","Global","Robben.Island",2004,7798,0.154998372813023,7599.02896559929,5582.11615530423,9900.55498455058,4751.07251391381,11129.8726621601,0.0258468191154115,0
"Afr_penguin","Global","Robben.Island",2005,7152,0.154998372813023,7059.29114877372,5186.38517125139,9201.28837692164,4462.97607004762,10366.9692898183,0.0130473952632819,0
"Afr_penguin","Global","Robben.Island",2006,5868,0.154998372813023,5944.09208455374,4424.73709585542,7744.90719206219,3792.18847905296,8760.90016329621,-0.0128839390325126,0
"Afr_penguin","Global","Robben.Island",2007,5935,0.154998372813023,5767.95227484262,4217.77806222371,7478.21244743509,3626.52535245691,8477.58347524886,0.0285499022389732,0
"Afr_penguin","Global","Robben.Island",2008,4215,0.154998372813023,4164.271067245,3036.62647333444,5378.91814946074,2550.8153577888,6092.00241717696,0.012108345018472,0
"Afr_penguin","Global","Robben.Island",2009,2415,0.154998372813023,2542.32624424328,1883.28778486969,3325.12938953118,1582.6969297313,3675.74920424218,-0.0513802189867718,0
"Afr_penguin","Global","Robben.Island",2010,2628,0.154998372813023,2542.39368598742,1893.02216139787,3326.39389321865,1571.68204538315,3743.20919139958,0.0331170673102577,0
"Afr_penguin","Global","Robben.Island",2011,1817,0.154998372813023,1852.32726639629,1366.24431306311,2427.20982455762,1146.70091418388,2709.30194669257,-0.0192560409158524,0
"Afr_penguin","Global","Robben.Island",2012,1669,0.154998372813023,1658.85059890477,1219.58702267675,2158.81928302665,1040.62073432811,2404.64783900692,0.00609969243630104,0
"Afr_penguin","Global","Robben.Island",2013,1364,0.154998372813023,1352.88798602611,1005.02611868948,1773.80160769057,850.03522058136,1992.61134821502,0.00818000299753585,0
"Afr_penguin","Global","Robben.Island",2014,1016,0.154998372813023,1054.44431713215,775.499854236034,1376.42890728082,649.821904359669,1542.89183516621,-0.037140565390577,0
"Afr_penguin","Global","Robben.Island",2015,1216,0.154998372813023,1215.12445464597,879.95043346106,1576.43977173277,761.664068207091,1768.60341458532,0.000720280189859146,0
"Afr_penguin","Global","Robben.Island",2016,1355,0.154998372813023,1345.93230263079,997.994859720961,1765.90051277727,825.933993491617,1950.73671517291,0.00671451959627145,0
"Afr_penguin","Global","Robben.Island",2017,1440,0.154998372813023,1426.65616884731,1042.35486273917,1852.89778697293,891.87975936052,2100.47692165768,0.00930975097398434,0
"Afr_penguin","Global","Robben.Island",2018,1389,0.154998372813023,1378.11204335575,1019.22626052649,1812.43072561764,841.442629568785,2014.29542050367,0.00786958580994757,0
"Afr_penguin","Global","Robben.Island",2019,1190,0.154998372813023,1193.72023422048,886.256773932657,1567.26171536487,765.076690752215,1778.10286906873,-0.00312137069407736,0
"Afr_penguin","Global","Robben.Island",2021,1007,0.154998372813023,1013.53836648965,757.035191916187,1331.89040628073,632.658253274752,1504.49257110771,-0.00647192789818973,0
"Afr_penguin","Global","Robben.Island",2022,991,0.154998372813023,993.793990375209,725.627946150062,1288.06234239978,624.57428723749,1461.21144848684,-0.0028153977030323,0
"Afr_penguin","Global","Robben.Island",2023,931,0.154998372813023,953.165442502211,679.907743881651,1249.20986000555,582.029784559401,1414.95073827218,-0.0235292130962499,0
"Afr_penguin","Global","Simonstown",1979,0.1,0.154998372813023,0.10255012119518,0.0755026731867504,0.136065605944443,0.0639647859623107,0.151139077471274,-0.0251814803451014,0
"Afr_penguin","Global","Simonstown",1985,2,0.154998372813023,2.02686117529643,1.49370523556393,2.71202717276803,1.23660562027009,2.97366857917555,-0.0133411967975908,0
"Afr_penguin","Global","Simonstown",1987,7,0.154998372813023,7.53004050734535,5.56461030153202,9.92674212490135,4.78674324303682,11.1187997270819,-0.0729902722035531,0
"Afr_penguin","Global","Simonstown",1988,34,0.154998372813023,30.5335295909079,22.5682037913512,39.7975900009347,19.0291369252539,44.3510474578634,0.107535113975022,0
"Afr_penguin","Global","Simonstown",1989,38,0.154998372813023,38.5230463899787,28.1517618772053,50.0544713030204,23.9187801820044,56.3778949136015,-0.0136705100052477,0
"Afr_penguin","Global","Simonstown",1990,54,0.154998372813023,55.958241718589,41.966447846874,73.2485206356943,34.7443173800887,81.769517412702,-0.0356216824139484,0
"Afr_penguin","Global","Simonstown",1991,131,0.154998372813023,124.653463464198,92.2427808741839,163.340273621071,77.4520559951253,182.140149836259,0.0496597281045741,0
"Afr_penguin","Global","Simonstown",1992,158,0.154998372813023,160.37716620399,119.197851835775,209.042839612556,100.816163497933,234.084091326713,-0.0149332969352427,0
"Afr_penguin","Global","Simonstown",1993,241,0.154998372813023,240.037033295492,174.381426649231,311.845745246456,153.219949736904,355.135892022195,0.00400371665463162,0
"Afr_penguin","Global","Simonstown",1994,359,0.154998372813023,348.810956131226,258.233073525311,456.924934402438,221.378495899444,511.626955135386,0.0287922860200869,0
"Afr_penguin","Global","Simonstown",1995,366,0.154998372813023,368.919089213922,269.794848951779,482.829857471424,231.518745795786,544.620911677716,-0.00794401617291118,0
"Afr_penguin","Global","Simonstown",1996,416,0.154998372813023,427.352856601261,315.82274318198,558.963876919916,269.695508361374,627.319733882347,-0.026924773782059,0
"Afr_penguin","Global","Simonstown",1997,726,0.154998372813023,684.83029041413,497.948629088358,887.604897121233,418.177010985952,999.360902924051,0.0583789584782224,0
"Afr_penguin","Global","Simonstown",1998,555,0.154998372813023,586.30327363868,436.401098513698,766.757015395987,372.077722675711,862.43511147585,-0.0548690737638013,0
"Afr_penguin","Global","Simonstown",1999,906,0.154998372813023,882.428962534811,634.597358846139,1146.49161391435,562.805911045399,1306.27535111113,0.0263610161867431,0
"Afr_penguin","Global","Simonstown",2000,949,0.154998372813023,951.753429907314,700.952923686043,1233.9414444485,580.544774482858,1367.55237814043,-0.00289720043637498,0
"Afr_penguin","Global","Simonstown",2001,1054,0.154998372813023,1048.91150102779,778.327681178184,1367.62405346128,657.186166270205,1526.97235145451,0.00483948934707801,0
"Afr_penguin","Global","Simonstown",2002,1083,0.154998372813023,1076.59613915586,782.396932170594,1400.88440866993,679.800675369361,1577.35477528746,0.00593062702596825,0
"Afr_penguin","Global","Simonstown",2003,1033,0.154998372813023,1049.81480441287,764.452132078641,1352.15303920378,659.361691042344,1535.15343299622,-0.0161465817260789,0
"Afr_penguin","Global","Simonstown",2004,1196,0.154998372813023,1183.57276607862,878.352744070416,1545.16246296273,741.377756209279,1746.51767025375,0.0104450236454721,0
"Afr_penguin","Global","Simonstown",2005,1227,0.154998372813023,1211.49732609134,886.105029243579,1585.11318525122,756.489166922667,1781.12643592963,0.0127151115625557,0
"Afr_penguin","Global","Simonstown",2006,1075,0.154998372813023,1062.67552444995,778.681694918455,1391.45929815532,659.359652267754,1569.7231251302,0.0115308539248193,0
"Afr_penguin","Global","Simonstown",2007,824,0.154998372813023,846.078148493501,627.012097991051,1096.81735342598,538.289021653153,1238.94246839451,-0.0264411995363192,0
"Afr_penguin","Global","Simonstown",2008,913,0.154998372813023,892.444533181434,658.837812164473,1163.2140336447,552.049593112225,1309.30688344267,0.0227715165682945,0
"Afr_penguin","Global","Simonstown",2009,704,0.154998372813023,728.57629008286,538.633626728078,945.239963059121,459.033131773967,1056.28857906846,-0.0343139861395487,0
"Afr_penguin","Global","Simonstown",2010,933,0.154998372813023,892.595301670682,651.695487930398,1162.93750586365,566.111521370474,1307.22488196807,0.0442719123107933,0
"Afr_penguin","Global","Simonstown",2011,663,0.154998372813023,688.562927138165,499.340050286799,892.747579995304,432.261088589014,1011.05031646306,-0.0378317212474091,0
"Afr_penguin","Global","Simonstown",2012,831,0.154998372813023,796.975168897033,592.672287535416,1043.95838122275,501.090204633004,1168.60784047385,0.041806272263214,0
"Afr_penguin","Global","Simonstown",2013,553,0.154998372813023,592.490591146019,438.886629874523,768.636750047037,369.50921252444,863.391684011593,-0.0689769914385332,0
"Afr_penguin","Global","Simonstown",2014,962,0.154998372813023,925.738394285689,687.328898508772,1206.23395820433,577.274301830496,1360.56291854542,0.0384227675039686,0
"Afr_penguin","Global","Simonstown",2015,982,0.154998372813023,969.003075761969,712.821050364231,1265.0491764563,588.798953696145,1417.21181330121,0.0133235223077781,0
"Afr_penguin","Global","Simonstown",2016,870,0.154998372813023,876.793527336539,647.002311303494,1143.20560877827,550.799786029588,1284.401641177,-0.0077783223743273,0
"Afr_penguin","Global","Simonstown",2017,854,0.154998372813023,870.87110674108,639.851075793217,1134.68210217119,541.010953091794,1278.69665034127,-0.0195627890376739,0
"Afr_penguin","Global","Simonstown",2018,1099,0.154998372813023,1065.03485041569,774.35215402385,1395.70396881791,677.903421137218,1570.30977060206,0.0313931534004785,0
"Afr_penguin","Global","Simonstown",2019,932,0.154998372813023,958.093282386439,695.359806167594,1238.19900379753,601.212461204506,1403.67304998006,-0.0276123305558196,0
"Afr_penguin","Global","Simonstown",2020,1137,0.154998372813023,1112.54348416102,819.379772031234,1456.04771817497,691.82471814213,1628.71904218833,0.0217443935877055,0
"Afr_penguin","Global","Simonstown",2021,975,0.154998372813023,977.283040610586,731.8993477737,1280.78763086899,611.420153710553,1427.63293017783,-0.00233884288683228,0
"Afr_penguin","Global","Simonstown",2022,891,0.154998372813023,894.16240593131,661.688276419066,1164.12023729746,544.232136027856,1295.50010598169,-0.00354299331970065,0
"Afr_penguin","Global","Simonstown",2023,845,0.154998372813023,867.275805201229,628.435546019763,1137.72770845783,532.657932220184,1262.2652163091,-0.0260204132546535,0
"Afr_penguin","Global","Seal.Island.False.Bay",1979,82,0.154998372813023,82.245202702246,60.4022938307547,107.338112266201,52.4814030186526,121.722526690119,-0.00298581487165261,0
"Afr_penguin","Global","Seal.Island.False.Bay",1987,83,0.154998372813023,82.9758602001945,57.9026051911025,108.10999422343,52.3620331918209,123.703133940137,0.000290883263946995,0
"Afr_penguin","Global","Seal.Island.False.Bay",1991,82,0.154998372813023,83.200791459496,60.5120590392743,109.322755414998,51.6731614649109,121.954131758151,-0.0145376132519903,0
"Afr_penguin","Global","Seal.Island.False.Bay",1992,95,0.154998372813023,93.0371182086044,67.6084215679451,121.605321460399,56.9111068755759,136.121667571378,0.0208783575520659,0
"Afr_penguin","Global","Seal.Island.False.Bay",1995,65,0.154998372813023,67.2367564364104,48.7332421496461,87.6027205843554,43.247790516262,100.095154582021,-0.0338327988793914,0
"Afr_penguin","Global","Seal.Island.False.Bay",1996,90,0.154998372813023,87.4263057156158,64.032244744888,114.618811190202,54.8595331570721,129.267851451205,0.0290134522265184,0
"Afr_penguin","Global","Seal.Island.False.Bay",1998,79,0.154998372813023,79.4872619288025,58.3850501849062,104.84481511465,49.1253353578457,115.972637282897,-0.0061489290448371,0
"Afr_penguin","Global","Seal.Island.False.Bay",2004,84,0.154998372813023,83.2036075734504,60.3845031181201,109.174216341169,51.0452290932773,121.743581637078,0.00952609169836194,0
"Afr_penguin","Global","Seal.Island.False.Bay",2005,76,0.154998372813023,74.1961133896149,55.2110862104019,97.2671693159432,46.5941805878831,108.335291035822,0.0240215716787562,0
"Afr_penguin","Global","Seal.Island.False.Bay",2006,48,0.154998372813023,51.6746782659893,38.0288271089151,67.4329590535319,32.8054743774854,76.149583262318,-0.0737668685348836,0
"Afr_penguin","Global","Seal.Island.False.Bay",2007,83,0.154998372813023,78.0903450712596,57.5908180454178,102.118619760032,48.46290745742,114.053735886696,0.0609741812399909,0
"Afr_penguin","Global","Seal.Island.False.Bay",2008,60,0.154998372813023,60.5734572244766,43.4869747215741,79.1629663239834,37.8137584050189,88.9313014058831,-0.00951223530723144,0
"Afr_penguin","Global","Seal.Island.False.Bay",2012,31,0.154998372813023,32.6902182748023,23.9256714666973,42.956250472601,20.1865396543819,47.8751615375248,-0.0530886933410182,0
"Afr_penguin","Global","Seal.Island.False.Bay",2013,52,0.154998372813023,50.4808386377559,37.2238570721127,65.6403676448634,32.4377937113528,74.3469638721601,0.0296498872187212,0
"Afr_penguin","Global","Seal.Island.False.Bay",2014,58,0.154998372813023,56.2692389444821,41.9165166798992,73.9029099568497,33.516304664495,81.8065461879637,0.030295002259658,0
"Afr_penguin","Global","Seal.Island.False.Bay",2015,43,0.154998372813023,43.767681055645,32.1150385197758,57.2525895535678,26.8765557611325,63.2379133889967,-0.0176955538828709,0
"Afr_penguin","Global","Seal.Island.False.Bay",2016,41,0.154998372813023,41.2971636452138,30.0196405996975,54.0447419458551,25.0422577377851,60.1691521471494,-0.00722175403297776,0
