"assessment","scenario","name","yr","Type","estimation","mu","lci","uci","lpp","upp"
"Afr_penguin","Global","Vondeling.Island",1979,"census","fit",491.117315278104,361.478554332403,650.36748996743,308.176778265497,730.476659308457
"Afr_penguin","Global","Vondeling.Island",1980,"census","fit",433.288583106617,117.703462658371,1007.34025951509,108.724979963161,1043.97227314092
"Afr_penguin","Global","Vondeling.Island",1981,"census","fit",386.352870482102,60.0766893522834,1112.29151366192,56.64513814196,1149.07612935594
"Afr_penguin","Global","Vondeling.Island",1982,"census","fit",343.788090750653,35.7789511769996,1112.09344949454,31.3510881254735,1129.60783102319
"Afr_penguin","Global","Vondeling.Island",1983,"census","fit",304.928607914651,28.0162853332312,1006.41038479537,32.9156434745453,1059.76481005096
"Afr_penguin","Global","Vondeling.Island",1984,"census","fit",270.102606712283,35.6945298851486,872.234606729015,29.9561317189062,895.251324421484
"Afr_penguin","Global","Vondeling.Island",1985,"census","fit",242.911312464852,42.1335540918299,691.554924652387,39.229703953017,705.183376931914
"Afr_penguin","Global","Vondeling.Island",1986,"census","fit",215.266848334191,59.5496103466483,495.479632699309,54.5583539786621,514.509727930178
"Afr_penguin","Global","Vondeling.Island",1987,"census","fit",192.892838176849,142.038622238815,258.21445691114,118.810313699141,285.418062723908
"Afr_penguin","Global","Vondeling.Island",1988,"census","fit",148.939126008677,57.9094570284586,283.539336535787,55.7114876040567,305.249660973452
"Afr_penguin","Global","Vondeling.Island",1989,"census","fit",115.21691138035,84.172301585878,152.3325970846,72.0114503306245,169.198702232625
"Afr_penguin","Global","Vondeling.Island",1990,"census","fit",157.721720206102,60.321995328637,297.17874176097,59.1528164215407,315.297039400467
"Afr_penguin","Global","Vondeling.Island",1991,"census","fit",213.775858170358,156.124651407581,278.270741862311,134.681254730389,312.418115780815
"Afr_penguin","Global","Vondeling.Island",1992,"census","fit",138.243267496044,101.292220742201,180.941780015962,88.2545405809084,204.62699495154
"Afr_penguin","Global","Vondeling.Island",1993,"census","fit",143.44711741774,102.924367939486,184.108415050434,91.3770851634854,211.940636783216
"Afr_penguin","Global","Vondeling.Island",1994,"census","fit",168.569461740422,124.011200733473,219.001645730194,107.293656585188,248.913650117954
"Afr_penguin","Global","Vondeling.Island",1995,"census","fit",205.986613826135,152.183285524028,269.324182190131,128.414827739275,303.224034285866
"Afr_penguin","Global","Vondeling.Island",1996,"census","fit",257.62317834323,190.255805709247,336.147004380546,162.523507133923,376.773079382562
"Afr_penguin","Global","Vondeling.Island",1997,"census","fit",331.673323315073,244.116279617121,433.413812894567,202.646134152358,478.772397124465
"Afr_penguin","Global","Vondeling.Island",1998,"census","fit",177.019229192701,129.835381112364,228.604618887014,109.405401486191,258.696770510866
"Afr_penguin","Global","Vondeling.Island",1999,"census","fit",327.119621724574,240.711020191659,423.63502519831,204.436788032581,478.494468731896
"Afr_penguin","Global","Vondeling.Island",2000,"census","fit",515.867508357402,379.161467415866,678.583506645117,321.958531813877,759.494668647652
"Afr_penguin","Global","Vondeling.Island",2001,"census","fit",629.929381151569,462.835146392584,819.575292064166,390.047823149943,920.253028851026
"Afr_penguin","Global","Vondeling.Island",2002,"census","fit",554.939165883885,407.557604368865,719.651072530304,356.021986062165,824.905364243246
"Afr_penguin","Global","Vondeling.Island",2003,"census","fit",613.733942634289,450.801631985978,798.911409670827,387.042612550637,898.767526198613
"Afr_penguin","Global","Vondeling.Island",2004,"census","fit",605.371631220041,448.090772877211,795.3297390451,379.041349906087,894.049812592214
"Afr_penguin","Global","Vondeling.Island",2005,"census","fit",553.133904412558,415.138772127564,725.79588746451,335.912207445634,797.728335024892
"Afr_penguin","Global","Vondeling.Island",2006,"census","fit",403.635169421598,296.597826537791,527.014424148705,257.784552227386,594.387822951192
"Afr_penguin","Global","Vondeling.Island",2007,"census","fit",358.164410605199,268.256974910496,469.049437045581,221.12632698048,521.478737912292
