"pop.change","r.All.yrs","r.1GL","r.2GL","r.3GL"
-76.0287728340078,-0.0570914089960821,-0.0727993022263949,-0.107636147720412,-0.0590920147651337
-78.8903093377327,-0.0673025185606209,-0.141551679124102,-0.0966413805320112,-0.0673025185606209
-79.5591846200166,-0.0829340445853815,-0.0376431651682712,-0.0905931516376128,-0.0905931516376128
-76.7561169789979,-0.0524749917217067,-0.073477420789569,-0.099557749894454,-0.059316696352222
-80.8701350034791,-0.0516410176684499,-0.10422870005398,-0.10422870005398,-0.0708072092686649
-81.582728042362,-0.0226914721772662,-0.0887507254151965,-0.0748791040158467,-0.0588351558800504
-74.6423761044838,-0.0424733480877286,-0.0523225997492487,-0.0895443338712179,-0.0241925798781271
-72.9193587530923,-0.0538257115573888,-0.0674446902000749,-0.089104465169191,-0.0538257115573888
-81.1434761293633,-0.0636918310512913,-0.0867605571502761,-0.11007090278172,-0.0727714804379449
-76.7378874014183,-0.0503231341799495,-0.0706910137731134,-0.061698396201268,-0.0597123363115948
-81.320210482277,-0.0829643335004606,-0.0614239724245715,-0.12433264514976,-0.10629963873759
-76.4956290646746,-0.0693119700206699,-0.0734671632401191,-0.0842964639590402,-0.080141270739591
-73.5336176770557,-0.036587778547152,-0.0448345162383079,-0.0590246130565344,-0.0396510200935083
-78.5809423730465,-0.0542844263720834,-0.0542844263720834,-0.0837783108846644,-0.0668398284641105
-84.3975261861004,-0.0485546550534979,-0.0832191166689498,-0.0790048860195895,-0.0512944610970587
-79.4703081620269,-0.07032850514301,-0.0758159967646206,-0.0758159967646206,-0.0396316756558699
-71.814983596374,-0.0655720993198736,-0.0773752869102733,-0.095359721342315,-0.077095404459298
-69.8591307900076,-0.022804533541855,-0.0477265920283712,-0.0632872776325781,-0.0453275388623027
-86.9131648201234,-0.0219043408272768,-0.0423792083757233,-0.0632478276279649,-0.0423792083757233
-74.4401700566602,-0.0272453300794142,-0.0674316645638084,-0.0766411696361304,-0.0575280569628527
-80.1359895775137,-0.0427272291921934,-0.0544948586827454,-0.0707048049267875,-0.0560614548962226
-80.5245397750353,-0.0810467008778675,-0.115960240668473,-0.110287579712407,-0.0787327827102038
-79.1932549325017,-0.091005759691372,-0.100484697055818,-0.126642326882909,-0.091005759691372
-75.8031622679343,-0.0571300201436094,-0.105360154992201,-0.109571201955922,-0.0907203406539994
-83.8156444537004,-0.0700725346261395,-0.136635567962023,-0.136635567962023,-0.0654300974316833
-73.3458044435818,-0.0507535201368148,-0.0623351779013284,-0.0623351779013284,-0.0507535201368148
-75.8777910500405,-0.0228426644305983,-0.0480583204738876,-0.0934841122194285,-0.0667247297738323
-81.2986471013069,-0.0570752604402651,-0.0954561866777661,-0.0881043341679222,-0.0847097737607267
-78.3098682335681,-0.0417839773471869,-0.0768919831557318,-0.0623845126793459,-0.0543339146009831
-76.5489386406439,-0.0402116706923463,-0.108262638874953,-0.0978449865784832,-0.0272139735245451
-76.7329949634202,-0.0498394405355569,-0.106610838888244,-0.088358366771768,-0.0592711646666375
-77.0548581177556,-0.0323020750717573,-0.0462207236593493,-0.0462207236593493,-0.0410138602241839
-78.0247068086175,-0.068246530681237,-0.0914979992549423,-0.0849165149910656,-0.0757937949964615
-73.0945613461653,-0.0287206566014726,-0.0554720415995309,-0.086264740073152,-0.0447771726633288
-79.3367742626935,-0.0548760798189774,-0.093765268553291,-0.0883318913173277,-0.0542298576265825
-78.1824262505923,-0.0624664934985617,-0.0839446628619802,-0.112445706837225,-0.0903158013879564
-76.2909173159025,-0.0379451222731912,-0.0760960825280845,-0.0764561060258853,-0.0379451222731912
-80.5048661144046,-0.0723939109638749,-0.0825111973400592,-0.0939055811244955,-0.0838468694281156
-73.5537116731899,-0.0480484695776111,-0.0783593684003234,-0.0953623127028003,-0.0783593684003234
-82.6654317252393,-0.0462564341223173,-0.0957656347906459,-0.0957656347906459,-0.0400134311544349
-76.6725474781984,-0.00220635810705705,-0.0546132035273521,-0.0902897127379481,-0.0714840758278319
-79.9179183521023,-0.0449693962061577,-0.0312539748469858,-0.0449693962061577,-0.0449693962061577
-79.9004715581079,-0.0626827836598967,-0.09484601059438,-0.09484601059438,-0.0791003188505819
-75.684836301658,-0.056480823175451,-0.102341195121125,-0.0822621800816608,-0.0598028252185356
-78.7809559464677,-0.0436844555059333,-0.0477461312456446,-0.0574401301606038,-0.0477461312456446
-82.6680772851469,-0.0419886984657909,-0.061697207055075,-0.0448332497702104,-0.0419886984657909
-76.7106068441153,-0.0630201182497707,-0.0954576993148653,-0.0835127979913102,-0.0352224248383042
-76.002710452692,-0.0445971290887366,-0.0445971290887366,-0.0678502515617447,-0.0445971290887366
-73.6607662048334,-0.0439213703023125,-0.0753479091936873,-0.0666350723302829,-0.0397101305699818
-78.5392846802603,-0.0580900484673146,-0.0828972287608716,-0.0841018799985127,-0.0787679525192093
-81.6192052727829,-0.0396086809037346,-0.0667239218912856,-0.100872916093779,-0.0667239218912856
-79.187119661865,-0.0418188638559585,-0.0887938664022485,-0.0887938664022485,-0.0588645338641314
-76.4282403468165,-0.0571360709369895,-0.0695945244793519,-0.070537038123514,-0.0466241420949087
-82.253406383732,-0.0580077856394032,-0.0873588639586238,-0.0984569193307241,-0.0488321581019946
-82.298049434545,-0.0659851313085227,-0.0883133807226359,-0.107082270341938,-0.107082270341938
-78.1380070520133,-0.0779741143736015,-0.0966049119385195,-0.094317680481411,-0.0683271327477692
-85.3234820851343,-0.0384262923710814,-0.0579595760240963,-0.0693509052669734,-0.0425842841970878
-79.7199009621018,-0.0745677542836267,-0.0836083231400195,-0.0876575499289372,-0.0745677542836267
-68.464571616907,-0.0496653226925607,-0.0879304538685322,-0.0879304538685322,-0.0488594888275156
-79.0660521095574,-0.0597056739252304,-0.0903589532208739,-0.0751096043483246,-0.0674910963954884
-72.510134188146,-0.0501378249339144,-0.0567383502682688,-0.0561714394713793,-0.0479834398743142
-73.1084868506365,-0.047778192659135,-0.0437716479595487,-0.0598778415635506,-0.0467839436082542
-75.3624507529612,-0.0411479491156186,-0.0863329673968529,-0.0991930843557931,-0.0411479491156186
-82.0320311369459,-0.0469579933232369,-0.110140999729699,-0.0699677177227249,-0.0466661075421468
